FIPS,cases,deaths
27165,2996,23.0
27167,1667,22.0
27169,13279,73.0
27171,37410,305.0
27173,2601,29.0
28001,7303,143.0
28003,10090,161.0
28005,3271,69.0
28007,5397,113.0
28009,2277,49.0
28011,9367,179.0
28013,4642,71.0
28015,2571,54.0
28017,5611,96.0
28019,2365,33.0
28021,2161,46.0
28023,4253,108.0
28025,4982,98.0
28027,6512,126.0
28029,7356,121.0
28031,7106,113.0
28033,50610,554.0
28035,22142,316.0
28037,1929,38.0
28039,7189,87.0
28041,3206,59.0
28043,5546,131.0
28045,12333,152.0
28047,54026,666.0
28049,52980,791.0
28051,4459,104.0
28053,2031,46.0
28055,262,9.0
28057,7437,144.0
28059,37187,463.0
28061,5012,75.0
28063,1505,37.0
28065,2875,53.0
28067,21262,295.0
28069,2193,48.0
28071,15438,179.0
28073,17464,160.0
28075,18986,367.0
28077,3600,56.0
28079,6448,120.0
28081,26868,301.0
28083,7339,169.0
28085,8368,157.0
28087,17542,238.0
28089,24316,329.0
28091,6989,135.0
28093,9972,175.0
28095,11010,220.0
28097,2967,77.0
28099,10638,241.0
28101,6096,98.0
28103,2733,48.0
28105,11168,162.0
28107,10590,169.0
28109,15239,275.0
28111,3051,64.0
28113,9773,189.0
28115,10387,145.0
28117,8253,103.0
28119,1582,31.0
28121,36861,489.0
28123,6590,119.0
28125,954,26.0
28127,7041,149.0
28129,4151,69.0
28131,5428,71.0
28133,5778,125.0
28135,3219,60.0
28137,7440,143.0
28139,7381,109.0
28141,6179,122.0
28143,2572,48.0
28145,9507,122.0
28147,3635,80.0
28149,10308,202.0
28151,10499,199.0
28153,6013,87.0
28155,3391,70.0
28157,1809,46.0
28159,5244,104.0
28161,4157,57.0
28163,8060,107.0
29001,6095,63.0
29003,4841,58.0
29005,1387,23.0
29007,5721,111.0
29009,6665,132.0
29011,2862,52.0
29013,3772,96.0
29015,4264,107.0
29017,2642,41.0
29019,45334,255.0
29021,24863,318.0
29023,10213,169.0
29025,1708,39.0
29027,12178,131.0
29029,9342,181.0
29031,18970,247.0
29033,2235,44.0
29035,1500,24.0
29037,25332,315.0
29039,2939,57.0
29041,1720,38.0
29043,21021,263.0
29045,1615,37.0
29047,27539,363.0
29049,4837,121.0
29051,20255,287.0
29053,4143,77.0
29055,5438,105.0
29057,1451,42.0
29059,3837,72.0
29061,1735,30.0
29063,2228,47.0
29065,3274,83.0
29067,2564,80.0
29069,7880,117.0
29071,25986,373.0
29073,3403,102.0
29075,2173,31.0
29077,71985,1040.0
29079,2555,69.0
29081,1881,33.0
29083,5766,86.0
29085,1846,56.0
29087,1064,30.0
29089,2526,30.0
29091,9217,215.0
29093,2203,44.0
29095,97593,1218.0
29097,20918,317.0
29099,54818,657.0
29101,12296,143.0
29103,992,14.0
29105,8111,176.0
29107,7866,134.0
29109,7816,164.0
29111,2801,36.0
29113,15247,139.0
29115,2567,65.0
29117,3771,97.0
29121,3659,59.0
29123,3623,57.0
29125,1615,39.0
29127,8097,118.0
29119,5813,73.0
29129,708,14.0
29131,6131,124.0
29133,3530,59.0
29135,3844,57.0
29137,2182,43.0
29139,2531,57.0
29141,4057,115.0
29143,5044,86.0
29145,11801,206.0
29147,6101,45.0
29149,2026,33.0
29151,3233,46.0
29153,1735,58.0
29155,3033,74.0
29157,5076,46.0
29159,12404,169.0
29161,10375,243.0
29163,4278,63.0
29165,10637,102.0
29167,8081,108.0
29169,8948,116.0
29171,1014,24.0
29173,2478,28.0
29175,6071,103.0
29177,5248,94.0
29179,1167,26.0
29181,2699,61.0
29195,6299,107.0
29197,742,26.0
29199,680,18.0
29201,11143,161.0
29203,1609,40.0
29205,1604,15.0
29183,104780,939.0
29185,2104,36.0
29187,19157,297.0
29189,229868,3346.0
29510,58723,783.0
29186,3701,39.0
29207,6142,131.0
29209,5861,122.0
29211,1716,22.0
29213,13418,226.0
29215,4737,103.0
29217,5117,109.0
29219,8241,102.0
29221,6040,141.0
29223,2406,53.0
29225,9065,148.0
29227,409,3.0
29229,3853,84.0
30001,2140,30.0
30003,4983,97.0
30005,2076,32.0
30007,1284,21.0
30009,2089,28.0
30011,253,5.0
30013,25307,343.0
30015,992,14.0
30017,3062,48.0
30019,386,9.0
30021,2359,58.0
30023,2570,29.0
30025,681,10.0
30027,2515,56.0
30029,29419,281.0
30031,35317,122.0
30033,226,3.0
30035,3991,74.0
30037,150,5.0
30039,537,9.0
30041,4584,73.0
30043,2609,23.0
30045,226,1.0
30047,6650,100.0
30049,17776,185.0
30051,398,4.0
30053,4796,89.0
30057,1831,20.0
30055,383,9.0
30059,416,10.0
30061,1102,17.0
30063,27857,209.0
30065,918,31.0
30067,4298,35.0
30069,35,1.0
30071,1060,28.0
30073,1187,8.0
30075,348,10.0
30077,1870,29.0
30079,263,3.0
30081,7112,164.0
30083,2654,35.0
30085,3279,74.0
30087,2639,60.0
30089,2168,47.0
30091,699,11.0
30093,8529,130.0
30095,1539,32.0
30097,788,13.0
30099,1292,24.0
30101,1251,24.0
30103,134,1.0
30105,1716,37.0
30107,386,14.0
30109,205,8.0
30111,43215,552.0
31001,6563,73.0
31003,1082,14.0
31005,31,1.0
31007,87,2.0
31009,67,3.0
31011,1074,5.0
31013,2253,17.0
31015,403,7.0
31017,516,4.0
31019,11970,103.0
31021,1332,16.0
31023,1927,18.0
31025,6155,42.0
31027,1482,14.0
31029,751,7.0
31031,547,10.0
31033,1989,24.0
31035,1513,24.0
31037,2696,27.0
31039,1833,15.0
31041,2020,30.0
31043,6857,82.0
31045,1355,21.0
31047,5280,44.0
31049,315,2.0
31051,1204,11.0
31053,10173,108.0
31055,152119,1120.0
31057,335,6.0
31059,1152,13.0
31061,414,12.0
31063,544,3.0
31065,1127,8.0
31067,3573,44.0
31069,376,1.0
31071,402,2.0
31073,381,7.0
31075,100,5.0
31077,418,2.0
31079,16162,140.0
31081,2282,24.0
31083,348,3.0
31085,97,0.0
31087,544,8.0
31089,2184,20.0
31091,113,5.0
31093,1181,15.0
31095,1218,7.0
31097,874,10.0
31099,1182,9.0
31101,1534,20.0
31103,119,0.0
31105,752,9.0
31107,1668,13.0
31109,78887,441.0
31111,8722,110.0
31113,138,0.0
31115,79,0.0
31119,9676,69.0
31117,68,1.0
31121,1723,17.0
31123,1145,21.0
31125,775,12.0
31127,1341,20.0
31129,982,13.0
31131,3367,19.0
31133,415,4.0
31135,527,12.0
31137,2312,14.0
31139,1260,21.0
31141,8588,75.0
31143,1199,18.0
31145,2328,20.0
31147,1775,24.0
31149,179,2.0
31151,3786,12.0
31153,50166,277.0
31155,5027,30.0
31157,9450,102.0
31159,3327,42.0
31161,972,23.0
31163,582,4.0
31165,68,1.0
31167,652,11.0
31169,1112,8.0
31171,99,1.0
31173,1744,23.0
31175,732,6.0
31177,4587,45.0
31179,1848,11.0
31181,708,11.0
31183,123,2.0
31185,3925,21.0
32510,15124,219.0
32001,6607,111.0
32003,547316,8481.0
32005,7469,92.0
32007,11688,138.0
32009,108,3.0
32011,165,2.0
32013,2513,54.0
32015,1184,21.0
32017,550,8.0
32019,10199,174.0
32021,1269,17.0
32023,7532,241.0
32027,2131,29.0
32029,134,11.0
32031,106580,1203.0
32033,1693,20.0
33001,14349,181.0
33003,10022,62.0
33005,15931,114.0
33007,7233,113.0
33009,19580,68.0
33011,103143,919.0
33013,33828,233.0
33015,71450,548.0
33017,31428,211.0
33019,9843,67.0
34001,71418,1002.0
34003,243645,3465.0
34005,108672,1214.0
34007,132017,1810.0
34009,23221,304.0
34011,40717,608.0
34013,225470,3615.0
34015,72885,968.0
34017,181647,2726.0
34019,26535,276.0
34021,82495,1265.0
34023,207811,2880.0
34025,174867,2185.0
34027,128195,1553.0
34029,170352,2985.0
34031,151574,2340.0
34033,14819,250.0
34035,73863,978.0
34037,36028,476.0
34039,152859,2360.0
34041,25192,343.0
35001,150800,1864.0
35003,422,15.0
35005,21799,329.0
35006,8096,192.0
35007,2711,66.0
35009,12855,199.0
35011,594,6.0
35013,64256,783.0
35015,17094,285.0
35017,6818,92.0
35019,1487,17.0
35021,85,4.0
35023,1104,15.0
35025,20187,348.0
35027,5309,68.0
35028,2921,16.0
35029,6742,130.0
35031,26058,591.0
35033,780,18.0
35035,15643,188.0
35037,2013,55.0
35039,10150,136.0
35041,5031,98.0
35045,41078,761.0
35047,5964,64.0
35043,34421,443.0
35049,29931,290.0
35051,2060,75.0
35053,3861,89.0
35055,5464,91.0
35057,3169,56.0
35059,1011,16.0
35061,19349,277.0
36001,64794,530.0
36003,9399,155.0
36007,49756,525.0
36009,16377,222.0
36011,17540,155.0
36013,25042,302.0
36015,22875,234.0
36017,9998,122.0
36019,18350,91.0
36021,11042,143.0
36023,11464,121.0
36025,8413,74.0
36027,68141,659.0
36029,231233,2660.0
36031,6235,61.0
36033,10187,46.0
36035,13617,170.0
36037,14596,188.0
36039,9240,130.0
36041,926,5.0
36043,14974,194.0
36045,21788,139.0
36049,6496,49.0
36051,12483,118.0
36053,14473,128.0
36055,165840,1596.0
36057,12661,205.0
36059,432920,3860.0
36063,51982,587.0
36065,59065,809.0
36067,122895,1079.0
36069,21869,182.0
36071,112799,956.0
36073,9229,117.0
36075,29108,196.0
36077,10885,92.0
36079,25299,125.0
36083,34483,263.0
36087,97345,902.0
36091,50954,340.0
36093,36162,306.0
36095,5438,36.0
36097,3778,26.0
36099,6461,92.0
36089,22678,191.0
36101,21535,254.0
36103,451760,4415.0
36105,19559,130.0
36107,11869,85.0
36109,21606,86.0
36111,34457,366.0
36113,15122,129.0
36115,13130,116.0
36117,18700,179.0
36119,268978,2724.0
36121,8803,85.0
36123,3763,40.0
37001,48164,488.0
37003,10503,139.0
37005,2990,16.0
37007,6600,101.0
37009,6507,78.0
37011,4643,44.0
37013,12777,172.0
37015,4296,68.0
37017,9416,127.0
37019,30895,332.0
37021,54868,594.0
37023,25494,328.0
37025,57081,494.0
37027,22485,308.0
37029,1801,9.0
37031,14339,125.0
37033,5412,48.0
37035,48174,600.0
37037,13468,114.0
37039,7145,121.0
37041,4194,61.0
37043,2645,44.0
37045,29869,388.0
37047,16036,269.0
37049,24972,207.0
37051,88602,631.0
37053,5094,36.0
37055,7665,27.0
37057,43821,426.0
37059,11412,104.0
37061,16954,246.0
37063,78061,338.0
37065,13683,154.0
37067,95219,823.0
37069,20963,79.0
37071,66212,851.0
37073,1937,20.0
37075,2321,31.0
37077,14672,115.0
37079,5852,67.0
37081,122907,1210.0
37083,14121,187.0
37085,33992,339.0
37087,13267,221.0
37089,25463,316.0
37091,4801,84.0
37093,15178,116.0
37095,1357,13.0
37097,49279,466.0
37099,9849,96.0
37101,60745,452.0
37103,2245,39.0
37105,16205,150.0
37107,15875,220.0
37109,24675,174.0
37113,8005,121.0
37115,5232,81.0
37117,6130,93.0
37111,13903,176.0
37119,287837,1623.0
37121,3490,37.0
37123,7333,129.0
37125,24769,325.0
37127,26628,309.0
37129,51758,394.0
37131,4372,84.0
37133,52620,378.0
37135,28744,134.0
37137,2653,28.0
37139,8607,125.0
37141,15493,128.0
37143,2789,24.0
37145,9539,109.0
37147,53125,223.0
37149,3932,64.0
37151,36053,444.0
37153,12980,192.0
37155,40920,538.0
37157,22343,293.0
37159,41797,581.0
37161,17640,403.0
37163,18955,183.0
37165,10181,132.0
37167,19501,262.0
37169,11405,181.0
37171,21318,350.0
37173,3756,43.0
37175,6237,75.0
37177,992,8.0
37179,63199,490.0
37181,12020,122.0
37183,305812,1121.0
37185,4414,46.0
37187,3071,50.0
37189,12964,68.0
37191,31690,404.0
37193,17712,266.0
37195,21990,316.0
37197,11115,121.0
37199,5414,57.0
38001,598,10.0
38003,3037,47.0
38005,1980,23.0
38007,145,1.0
38009,1603,26.0
38011,828,9.0
38013,433,3.0
38015,35196,303.0
38017,60286,333.0
38019,824,7.0
38021,1498,39.0
38023,461,4.0
38025,1044,8.0
38027,762,6.0
38029,728,18.0
38031,993,23.0
38033,476,4.0
38035,22574,125.0
38037,451,11.0
38039,584,2.0
38041,828,8.0
38043,511,13.0
38045,1017,20.0
38047,436,12.0
38049,1343,31.0
38051,688,9.0
38053,3275,25.0
38055,2746,49.0
38057,2583,24.0
38059,11287,142.0
38061,3259,37.0
38063,771,18.0
38065,329,5.0
38067,2016,16.0
38069,1065,32.0
38071,3651,57.0
38073,1530,28.0
38075,557,15.0
38077,4119,23.0
38079,6149,43.0
38081,1040,9.0
38083,300,7.0
38085,1353,19.0
38087,63,0.0
38089,11704,86.0
38091,388,2.0
38093,7133,97.0
38095,651,12.0
38097,2210,26.0
38099,3383,34.0
38101,20933,251.0
38103,1019,12.0
38105,10507,68.0
69100,415,0.0
69110,10397,33.0
69120,341,0.0
39001,7038,150.0
39003,27742,478.0
39005,12165,218.0
39007,20771,431.0
39009,14923,143.0
39011,11672,189.0
39013,15877,309.0
39015,11289,180.0
39017,94398,1158.0
39019,5311,126.0
39021,8848,147.0
39023,35365,586.0
39025,52311,561.0
39027,10454,168.0
39029,24805,488.0
39031,8037,160.0
39033,11323,215.0
39035,279126,3803.0
39037,12469,239.0
39039,10312,166.0
39041,46007,272.0
39043,19878,267.0
39045,39264,430.0
39047,7876,122.0
39049,298584,2613.0
39051,10489,180.0
39053,7616,127.0
39055,16568,265.0
39057,38276,513.0
39059,10612,152.0
39061,192228,2069.0
39063,17322,277.0
39065,7161,158.0
39067,3274,74.0
39069,6525,106.0
39071,10705,184.0
39073,6755,123.0
39075,5145,183.0
39077,14697,222.0
39079,9040,141.0
39081,14998,322.0
39083,13415,228.0
39085,50356,737.0
39087,18174,257.0
39089,42504,475.0
39091,10378,173.0
39093,69212,983.0
39095,104600,1419.0
39097,9805,137.0
39099,54409,1089.0
39101,20204,268.0
39103,41214,507.0
39105,4712,88.0
39107,9731,144.0
39109,26013,485.0
39111,3514,82.0
39113,128747,2020.0
39115,3294,60.0
39117,7889,103.0
39119,25604,294.0
39121,3230,58.0
39123,8689,138.0
39125,4650,74.0
39127,8390,125.0
39129,17739,231.0
39131,7526,123.0
39133,35381,450.0
39135,9515,202.0
39137,8514,157.0
39139,31966,511.0
39141,19464,301.0
39143,14088,239.0
39145,20872,257.0
39147,12922,231.0
39149,11127,188.0
39151,81340,1718.0
39153,116331,1710.0
39155,42393,942.0
39157,20833,506.0
39159,16072,102.0
39161,6790,148.0
39163,2930,55.0
39165,58850,585.0
39167,12441,207.0
39169,23558,439.0
39171,9134,164.0
39173,32341,355.0
39175,5460,105.0
40001,8011,75.0
40003,1717,16.0
40005,3930,54.0
40007,969,11.0
40009,5983,106.0
40011,2466,44.0
40013,13698,137.0
40015,8282,172.0
40017,39983,392.0
40019,14380,239.0
40021,14560,151.0
40023,4055,64.0
40025,566,7.0
40027,79895,823.0
40029,1677,24.0
40031,33188,400.0
40033,1465,31.0
40035,4787,55.0
40037,18275,338.0
40039,7956,169.0
40041,11114,203.0
40043,1064,32.0
40045,781,9.0
40047,15252,295.0
40049,7075,149.0
40051,13786,246.0
40053,1036,16.0
40055,1296,37.0
40057,523,12.0
40059,715,12.0
40061,2795,41.0
40063,2588,62.0
40065,6574,108.0
40067,1340,27.0
40069,3045,55.0
40071,12339,217.0
40073,4184,71.0
40075,1966,53.0
40077,2274,35.0
40079,12534,107.0
40081,7904,141.0
40083,10953,160.0
40085,3110,39.0
40093,2458,41.0
40095,4608,46.0
40097,10418,163.0
40087,11795,137.0
40089,8121,166.0
40091,4869,125.0
40099,4168,77.0
40101,20008,348.0
40103,3050,41.0
40105,2784,42.0
40107,3533,62.0
40109,200640,2478.0
40111,9688,188.0
40113,10976,167.0
40115,9221,127.0
40117,4127,85.0
40119,18509,166.0
40121,10789,211.0
40123,12147,151.0
40125,20741,284.0
40127,2678,45.0
40129,893,16.0
40131,25508,390.0
40133,6146,135.0
40135,10652,106.0
40137,11377,205.0
40139,5998,54.0
40141,1536,35.0
40143,172993,2185.0
40145,21977,277.0
40147,12740,262.0
40149,2642,55.0
40151,2353,38.0
40153,5179,76.0
41001,3244,49.0
41003,16563,71.0
41005,65048,635.0
41007,4867,50.0
41009,8121,95.0
41011,10930,153.0
41013,6214,80.0
41015,3413,54.0
41017,48685,288.0
41019,20212,397.0
41021,285,5.0
41023,1714,21.0
41025,1630,38.0
41027,3741,44.0
41029,43883,540.0
41031,7377,93.0
41033,16733,339.0
41035,14351,222.0
41037,1434,29.0
41039,60890,545.0
41041,7332,85.0
41043,27483,269.0
41045,8265,108.0
41047,71350,723.0
41049,2982,34.0
41051,126733,1211.0
41053,15969,134.0
41055,322,6.0
41057,3887,63.0
41059,22601,225.0
41061,5092,80.0
41063,1271,16.0
41065,5278,63.0
41067,93087,596.0
41069,246,3.0
41071,18488,222.0
42001,25334,364.0
42003,274948,3327.0
42005,15486,344.0
42007,40962,747.0
42009,11083,275.0
42011,104528,1597.0
42013,30073,618.0
42015,16521,208.0
42017,127918,1913.0
42019,45498,744.0
42021,35152,733.0
42023,832,21.0
42025,16324,294.0
42027,36326,352.0
42029,96193,1164.0
42031,8371,202.0
42033,19677,348.0
42035,9254,127.0
42037,15662,247.0
42039,20281,320.0
42041,52158,897.0
42043,60233,966.0
42045,114823,1875.0
42047,7260,101.0
42049,58977,762.0
42051,31484,674.0
42053,2255,35.0
42055,40991,696.0
42057,4172,65.0
42059,8549,105.0
42061,11653,249.0
42063,17807,358.0
42065,9179,237.0
42067,4811,177.0
42069,45872,777.0
42071,123647,1894.0
42073,19213,418.0
42075,37226,519.0
42077,92457,1253.0
42079,76284,1372.0
42081,29139,524.0
42083,8371,141.0
42085,23744,498.0
42087,12395,276.0
42089,38265,525.0
42091,160491,2331.0
42093,4686,93.0
42095,82669,1100.0
42097,23349,537.0
42099,8908,186.0
42101,320367,5115.0
42103,10691,98.0
42105,3292,92.0
42107,35072,676.0
42109,8191,158.0
42111,18879,408.0
42113,1104,36.0
42115,8293,110.0
42117,8373,193.0
42119,11910,154.0
42121,11493,242.0
42123,7607,212.0
42125,52152,655.0
42127,10580,172.0
42129,81605,1380.0
42131,5343,106.0
42133,121217,1505.0
72001,3058,
72003,8039,
72005,9157,
72007,4963,
72009,4494,
72011,4748,
72013,15838,
72015,2993,
72017,4337,
72019,5839,
72021,41414,
72023,7111,
72025,26531,
72027,6361,
72029,7847,
72031,33716,
72033,4954,
72035,7726,
72037,1852,
72039,3167,
72041,7586,
72043,6574,
72045,3575,
72047,7550,
72049,282,
72051,8147,
72053,5691,
72054,3014,
72055,1964,
72057,6771,
72059,3069,
72061,19361,
72063,9152,
72065,6626,
72067,2676,
72069,9820,
72071,8088,
72073,3091,
72075,8291,
72077,7714,
72079,3617,
72081,5474,
72083,1573,
72085,6777,
72087,3986,
72089,3054,
72091,7496,
72093,807,
72095,1781,
72097,12562,
72099,7622,
72101,5851,
72103,4167,
72105,6102,
72107,3753,
72109,3008,
72111,3039,
72113,23562,
72115,5069,
72117,2715,
72119,9035,
72121,3299,
72123,4505,
72125,4968,
72127,69756,
72129,6879,
72131,7667,
72133,3597,
72135,14405,
72137,15467,
72139,12238,
72141,4362,
72143,7486,
72145,12409,
72147,982,
72149,4372,
72151,5836,
72153,5895,
44001,14662,170.0
44003,51791,514.0
44005,21647,94.0
44007,232239,2545.0
44009,34877,226.0
45001,6662,69.0
45003,41883,437.0
45005,2093,24.0
45007,58170,998.0
45009,3461,75.0
45011,5843,103.0
45013,43758,380.0
45015,52462,450.0
45017,2805,61.0
45019,113927,945.0
45021,14788,322.0
45023,10150,153.0
45025,11860,191.0
45027,8805,159.0
45029,8940,221.0
45031,18982,311.0
45033,9763,144.0
45035,56586,496.0
45037,6794,71.0
45039,6025,107.0
45041,41946,631.0
45043,16005,227.0
45045,173793,2008.0
45047,22664,305.0
45049,5036,86.0
45051,98177,1159.0
45053,5942,93.0
45055,21710,261.0
45057,25389,281.0
45059,18696,295.0
45061,4286,95.0
45063,97004,872.0
45067,8576,163.0
45069,7908,105.0
45065,2252,40.0
45071,13398,195.0
45073,24423,343.0
45075,23499,420.0
45077,46224,632.0
45079,124288,947.0
45081,3971,78.0
45083,95571,1548.0
45085,28265,394.0
45087,7766,150.0
45089,8572,146.0
45091,78610,678.0
46003,806,17.0
46005,4611,60.0
46007,789,14.0
46009,2292,39.0
46011,8165,52.0
46013,10359,121.0
46015,1431,20.0
46017,620,18.0
46019,2763,45.0
46021,268,7.0
46023,2947,35.0
46025,804,9.0
46027,3500,21.0
46029,8503,101.0
46031,1070,17.0
46033,2040,26.0
46035,5922,80.0
46037,1297,35.0
46039,1044,12.0
46041,3140,44.0
46043,685,16.0
46045,949,16.0
46047,1812,39.0
46049,573,16.0
46051,2051,51.0
46053,1071,34.0
46055,453,12.0
46057,1515,41.0
46059,565,12.0
46061,655,6.0
46063,201,3.0
46065,4339,58.0
46067,1736,36.0
46069,307,8.0
46071,633,21.0
46073,415,20.0
46075,177,2.0
46077,1341,22.0
46079,2339,28.0
46081,6617,83.0
46083,15621,102.0
46085,1205,12.0
46091,800,13.0
46087,1349,31.0
46089,427,9.0
46093,7056,64.0
46095,527,8.0
46097,457,13.0
46099,57533,520.0
46101,1389,28.0
46102,3959,62.0
46103,32979,343.0
46105,684,18.0
46107,703,7.0
46109,2441,53.0
46111,575,6.0
46115,1419,36.0
46117,640,7.0
46119,245,3.0
46121,2983,53.0
46123,1387,24.0
46125,1971,62.0
46127,4037,52.0
46129,1315,26.0
46135,5939,59.0
46137,664,11.0
47001,22277,337.0
47003,15022,238.0
47005,4540,93.0
47007,4675,57.0
47009,39403,442.0
47011,33262,416.0
47013,12335,169.0
47015,4233,64.0
47017,8984,156.0
47019,16569,336.0
47021,11001,119.0
47023,5878,99.0
47025,9144,178.0
47027,2303,51.0
47029,11653,219.0
47031,17020,267.0
47033,5205,86.0
47035,16205,327.0
47037,212295,1679.0
47041,6299,101.0
47039,3741,70.0
47043,16014,246.0
47045,12837,203.0
47047,11529,186.0
47049,5730,128.0
47051,12919,186.0
47053,17470,260.0
47055,9456,191.0
47057,6803,110.0
47059,22193,375.0
47061,4004,73.0
47063,19767,357.0
47065,101516,1154.0
47067,2033,37.0
47069,7621,118.0
47071,8781,145.0
47073,16728,322.0
47075,6195,102.0
47077,9152,160.0
47079,8328,163.0
47081,6866,110.0
47083,2691,62.0
47085,4861,74.0
47087,3214,63.0
47089,15820,267.0
47091,5189,95.0
47093,129106,1384.0
47095,2749,43.0
47097,7775,106.0
47099,14337,203.0
47101,3577,61.0
47103,10013,171.0
47105,14615,192.0
47111,8487,145.0
47113,30314,427.0
47115,8882,132.0
47117,10421,124.0
47119,29228,345.0
47107,16717,261.0
47109,7674,121.0
47121,3397,58.0
47123,14696,245.0
47125,50624,582.0
47127,2241,40.0
47129,6210,86.0
47131,10802,195.0
47133,7169,125.0
47135,2335,56.0
47137,1779,36.0
47139,4747,74.0
47141,25223,304.0
47143,10000,160.0
47145,15862,234.0
47147,21665,306.0
47149,96646,905.0
47151,9122,118.0
47153,4233,69.0
47155,30507,419.0
47157,242684,3312.0
47159,6175,85.0
47161,3300,59.0
47163,46272,720.0
47165,53683,730.0
47167,17713,236.0
47169,4246,46.0
47171,5197,96.0
47173,5414,75.0
47175,1855,48.0
47177,13042,177.0
47179,38960,497.0
47181,5703,72.0
47183,9604,152.0
47185,8252,130.0
47187,63147,406.0
47189,42123,486.0
48001,9693,240.0
48003,3825,72.0
48005,15515,481.0
48007,4191,87.0
48009,2221,28.0
48011,555,9.0
48013,13667,231.0
48015,5828,73.0
48017,1512,39.0
48019,3653,77.0
48021,22130,239.0
48023,818,32.0
48025,8429,153.0
48027,67468,903.0
48029,567685,6137.0
48031,2577,34.0
48033,100,2.0
48035,4141,70.0
48037,20292,434.0
48039,94648,984.0
48041,61074,415.0
48043,1084,29.0
48045,465,8.0
48047,1651,52.0
48049,12072,253.0
48051,5052,66.0
48053,11135,171.0
48055,14418,176.0
48057,5745,48.0
48059,2932,72.0
48061,105731,2034.0
48063,2876,75.0
48065,1533,36.0
48067,7272,197.0
48069,2298,47.0
48071,11803,112.0
48073,8009,254.0
48075,2640,33.0
48077,2098,35.0
48079,891,23.0
48081,843,20.0
48083,1650,71.0
48085,216841,1509.0
48087,703,16.0
48089,3809,65.0
48091,35015,551.0
48093,3701,78.0
48095,1087,11.0
48097,7414,134.0
48099,17667,211.0
48101,320,9.0
48103,1289,24.0
48105,1094,19.0
48107,1894,45.0
48109,514,14.0
48111,2157,40.0
48113,575363,6775.0
48115,2998,94.0
48123,6506,99.0
48117,4811,111.0
48119,1823,25.0
48121,181837,1353.0
48125,453,16.0
48127,5762,51.0
48129,1155,26.0
48131,3421,70.0
48133,2832,113.0
48135,37590,703.0
48137,469,11.0
48141,209088,3736.0
48139,49281,582.0
48143,8811,123.0
48145,3801,65.0
48147,6906,183.0
48149,4826,106.0
48151,609,24.0
48153,1963,48.0
48155,209,11.0
48157,190996,1264.0
48159,2228,42.0
48161,3880,82.0
48163,5968,93.0
48165,2216,83.0
48167,97048,853.0
48169,1281,28.0
48171,5442,109.0
48173,199,3.0
48175,1221,32.0
48177,4737,99.0
48179,6197,125.0
48181,27189,636.0
48183,23258,689.0
48185,8527,120.0
48187,38477,398.0
48189,6574,245.0
48191,1102,24.0
48193,1973,33.0
48195,1929,29.0
48197,556,19.0
48199,12087,251.0
48201,1037219,10981.0
48203,13428,227.0
48205,1365,3.0
48207,897,39.0
48209,61178,499.0
48211,1241,7.0
48213,15422,424.0
48215,208055,3910.0
48217,9000,192.0
48219,7756,161.0
48221,13485,274.0
48223,7270,180.0
48225,4269,111.0
48227,6881,184.0
48229,993,18.0
48231,15838,363.0
48233,6755,135.0
48235,446,3.0
48237,1531,28.0
48239,3262,59.0
48241,6113,187.0
48243,224,9.0
48245,49859,844.0
48247,2651,22.0
48249,11429,209.0
48251,43978,735.0
48253,4649,93.0
48255,6051,70.0
48257,35769,536.0
48259,8328,119.0
48261,86,2.0
48263,210,4.0
48265,9701,183.0
48267,720,15.0
48269,52,0.0
48271,741,11.0
48273,7326,147.0
48275,492,25.0
48283,2424,48.0
48277,12511,256.0
48279,4356,122.0
48281,5577,91.0
48285,4275,120.0
48287,4285,60.0
48289,3733,93.0
48291,18241,404.0
48293,5105,124.0
48295,722,16.0
48297,2156,42.0
48299,3943,97.0
48301,200,1.0
48303,93914,1331.0
48305,1559,38.0
48313,3782,54.0
48315,1690,60.0
48317,1210,26.0
48319,791,12.0
48321,8447,175.0
48323,20895,471.0
48307,1309,47.0
48309,60935,902.0
48311,169,9.0
48325,10287,200.0
48327,514,12.0
48329,40948,495.0
48331,4960,102.0
48333,1475,37.0
48335,1869,49.0
48337,4699,129.0
48339,142396,1292.0
48341,5604,111.0
48343,2530,73.0
48345,286,13.0
48347,12442,258.0
48349,12479,222.0
48351,1370,61.0
48353,3066,99.0
48355,93625,1496.0
48357,2424,48.0
48359,565,6.0
48361,14978,355.0
48363,7061,154.0
48365,4617,129.0
48367,34909,450.0
48369,2363,52.0
48371,2753,71.0
48999,65,0.0
48373,7906,247.0
48375,35808,740.0
48377,1012,38.0
48379,1839,59.0
48381,38270,516.0
48383,865,14.0
48385,817,25.0
48387,2305,67.0
48389,4654,74.0
48391,1782,37.0
48393,175,2.0
48395,4547,77.0
48397,26855,266.0
48399,2398,66.0
48401,10873,233.0
48403,1258,89.0
48405,1083,44.0
48407,5622,102.0
48409,11128,341.0
48411,1246,35.0
48413,529,9.0
48415,4987,104.0
48417,692,12.0
48419,4493,134.0
48421,499,16.0
48423,45645,969.0
48425,2118,36.0
48427,20127,366.0
48429,1847,46.0
48431,245,7.0
48433,362,7.0
48435,848,12.0
48437,2289,34.0
48439,570351,5933.0
48441,35296,725.0
48443,121,3.0
48445,2791,84.0
48447,271,8.0
48449,8680,128.0
48451,41229,553.0
48453,229212,1736.0
48455,2715,72.0
