FIPS,cases,deaths
48457,3414,88.0
48459,7935,186.0
48461,833,18.0
48463,10607,145.0
48465,14394,303.0
48467,10419,280.0
48469,18990,413.0
48471,19258,212.0
48473,9724,108.0
48475,2832,44.0
48477,9248,148.0
48479,96452,1036.0
48481,9196,215.0
48483,1193,23.0
48485,34143,679.0
48487,3487,87.0
48489,7114,130.0
48491,136295,935.0
48493,11051,158.0
48495,1846,34.0
48497,17067,270.0
48499,8038,288.0
48501,1331,42.0
48503,4026,94.0
48505,3757,55.0
48507,4064,68.0
49001,1613,16.0
49003,14186,124.0
49005,37360,109.0
49007,5294,46.0
49009,154,0.0
49011,101734,404.0
49013,4415,27.0
49015,2494,28.0
49017,933,16.0
49019,2376,6.0
49021,14798,92.0
49023,2902,25.0
49025,1360,15.0
49027,3276,35.0
49029,2913,15.0
49031,304,7.0
49033,343,0.0
49035,349189,1638.0
49037,4019,49.0
49039,8378,56.0
49041,5458,30.0
49043,13959,26.0
49045,21639,102.0
49047,8104,72.0
49049,203941,793.0
49051,10856,35.0
49053,45159,464.0
49055,448,0.0
49057,71944,443.0
50001,6000,18.0
50003,10280,71.0
50005,5888,26.0
50007,34978,177.0
50009,1307,3.0
50011,10385,68.0
50013,1142,5.0
50015,3974,17.0
50017,4449,14.0
50019,6667,38.0
50021,13821,74.0
50023,12563,51.0
50025,7087,37.0
50027,9740,53.0
78010,9044,49.0
78020,860,5.0
78030,8950,59.0
51001,7101,107.0
51003,19063,164.0
51510,33456,189.0
51005,3390,98.0
51007,2707,60.0
51009,7365,88.0
51011,3840,53.0
51013,47513,323.0
51015,19108,208.0
51017,911,20.0
51019,17489,242.0
51021,1809,24.0
51023,7666,101.0
51520,4481,80.0
51025,3302,47.0
51027,4908,122.0
51029,4073,56.0
51530,2024,44.0
51031,12876,215.0
51033,7027,85.0
51035,6798,148.0
51036,1194,27.0
51037,2563,45.0
51540,9682,74.0
51550,51584,497.0
51041,76513,761.0
51043,2709,43.0
51570,5000,97.0
51580,1322,26.0
51045,1133,19.0
51047,11565,149.0
51049,1386,27.0
51590,11334,282.0
51051,3331,49.0
51053,5481,93.0
51595,1195,55.0
51057,2300,34.0
51059,192045,1457.0
51600,2078,43.0
51610,2297,17.0
51061,13381,144.0
51063,2600,49.0
51065,5327,46.0
51067,11068,197.0
51620,2416,52.0
51069,21082,249.0
51630,5574,42.0
51640,2573,78.0
51071,4156,50.0
51073,7516,104.0
51075,4221,53.0
51077,4080,83.0
51079,4132,62.0
51081,3369,40.0
51083,7326,160.0
51650,28851,330.0
51085,22677,286.0
51660,13581,161.0
51087,68559,935.0
51089,12318,266.0
51091,394,7.0
51670,6175,118.0
51093,7450,116.0
51095,15732,121.0
51099,5191,39.0
51101,3791,43.0
51097,1155,12.0
51103,1865,31.0
51105,6195,93.0
51678,2877,40.0
51107,73309,384.0
51109,6923,85.0
51111,2479,39.0
51680,19830,268.0
51113,2469,41.0
51685,3857,27.0
51683,9369,71.0
51690,3496,124.0
51115,1537,27.0
51117,6262,123.0
51119,1884,48.0
51121,19683,154.0
51125,2608,36.0
51127,4797,32.0
51700,37562,406.0
51710,43503,476.0
51131,2202,64.0
51133,2236,46.0
51720,1320,22.0
51135,4339,92.0
51137,7011,86.0
51139,5697,123.0
51141,3732,98.0
51730,8320,140.0
51143,14435,199.0
51735,2412,30.0
51740,21296,338.0
51145,5296,59.0
51147,5124,71.0
51149,9010,79.0
51153,99253,747.0
51155,7387,139.0
51750,5096,53.0
51157,1058,10.0
51159,2619,25.0
51760,46820,514.0
51161,21931,282.0
51770,21890,376.0
51163,3323,79.0
51165,14704,230.0
51167,6913,115.0
51775,5800,97.0
51169,5854,111.0
51171,11003,222.0
51173,8949,171.0
51175,3477,94.0
51177,27962,301.0
51179,31734,178.0
51790,5828,114.0
51800,19333,303.0
51181,1121,20.0
51183,2418,42.0
51185,10381,175.0
51810,92448,825.0
51187,8748,157.0
51191,13957,215.0
51820,6079,68.0
51193,3309,52.0
51830,1857,22.0
51840,6482,80.0
51195,10364,199.0
51197,7592,149.0
51199,10351,109.0
53001,4934,38.0
53003,4580,67.0
53005,53224,472.0
53007,20622,163.0
53009,12246,142.0
53011,92553,809.0
53013,619,16.0
53015,23479,347.0
53017,11357,70.0
53019,1433,29.0
53021,32747,214.0
53023,392,7.0
53025,27251,259.0
53027,17186,198.0
53029,10824,77.0
53031,3293,29.0
53033,419203,2781.0
53035,42074,346.0
53037,8658,66.0
53039,3648,48.0
53041,17913,257.0
53043,2247,28.0
53045,12783,139.0
53047,8680,125.0
53049,3823,58.0
53051,2520,36.0
53053,201150,1426.0
53055,1531,2.0
53057,22967,206.0
53059,1551,12.0
53061,161811,1151.0
53063,127097,1383.0
53065,8319,147.0
53067,49953,423.0
53069,538,7.0
53071,16425,142.0
53073,39911,301.0
53075,8855,90.0
53077,74097,791.0
54001,4873,73.0
54003,36496,301.0
54005,6701,75.0
54007,3958,43.0
54009,5116,104.0
54011,28026,376.0
54013,1894,15.0
54015,2358,41.0
54017,2168,18.0
54019,13317,205.0
54021,2104,19.0
54023,3790,56.0
54025,9893,161.0
54027,5927,73.0
54029,6854,142.0
54031,4229,49.0
54033,20251,253.0
54035,6961,133.0
54037,14656,133.0
54039,48155,725.0
54041,5401,86.0
54043,5639,83.0
54045,9836,187.0
54049,15437,181.0
54051,9138,155.0
54053,6749,93.0
54047,5683,75.0
54055,17294,266.0
54057,7954,157.0
54059,8000,123.0
54061,25365,196.0
54063,4309,46.0
54065,4330,69.0
54067,7440,97.0
54069,11448,168.0
54071,2017,22.0
54073,2080,36.0
54075,2083,32.0
54077,9413,137.0
54079,17013,179.0
54081,23359,352.0
54083,9590,89.0
54085,2482,31.0
54087,3203,36.0
54089,2839,54.0
54091,4630,73.0
54093,2034,38.0
54095,2225,32.0
54097,6977,95.0
54099,9969,125.0
54101,2280,33.0
54103,4386,86.0
54105,1462,25.0
54107,22382,347.0
54109,7077,116.0
55001,4775,61.0
55003,3399,36.0
55005,13806,144.0
55007,3482,41.0
55009,86353,557.0
55011,3635,12.0
55013,4114,43.0
55015,14805,121.0
55017,19215,187.0
55019,7730,121.0
55021,15974,128.0
55023,4325,28.0
55025,137093,518.0
55027,27693,339.0
55029,7157,71.0
55031,12118,79.0
55033,13680,75.0
55035,31573,189.0
55037,1095,17.0
55039,32757,280.0
55041,2704,52.0
55043,13044,146.0
55045,9609,54.0
55047,5307,64.0
55049,5474,29.0
55051,1490,47.0
55053,5760,43.0
55055,22195,244.0
55057,7923,68.0
55059,45725,633.0
55061,5960,59.0
55063,36363,186.0
55065,3759,29.0
55067,5341,92.0
55069,7257,148.0
55071,20945,190.0
55073,40683,492.0
55075,11860,127.0
55077,3896,61.0
55078,1992,14.0
55079,280214,2297.0
55081,12406,91.0
55083,11580,121.0
55085,8666,139.0
55087,55644,407.0
55089,23451,187.0
55091,2015,18.0
55093,11948,73.0
55095,12780,122.0
55097,18612,161.0
55099,3301,33.0
55101,58310,690.0
55103,4027,48.0
55105,44735,395.0
55107,3485,55.0
55111,16741,136.0
55113,4699,62.0
55115,12068,152.0
55117,33316,322.0
55109,25873,151.0
55119,4899,72.0
55121,8594,66.0
55123,6285,98.0
55125,5299,89.0
55127,27543,282.0
55129,4125,46.0
55131,39345,343.0
55133,117133,1094.0
55135,13923,252.0
55137,6569,87.0
55139,53496,383.0
55141,21666,234.0
56001,9971,49.0
56003,2591,61.0
56005,12131,149.0
56007,4631,52.0
56009,3147,55.0
56011,1352,29.0
56013,13832,193.0
56015,3648,57.0
56017,1162,16.0
56019,1848,19.0
56021,26382,292.0
56023,3988,31.0
56025,22422,273.0
56027,701,10.0
56029,6821,144.0
56031,1916,41.0
56033,8107,79.0
56035,1927,27.0
56037,11119,126.0
56039,10116,16.0
56041,5647,39.0
56043,2362,44.0
56045,1588,18.0
