[-0.001, 1.0, 0.9260508439162533, 0.1276732403326182, 0.03302646953938912, 0.03302646953938912, 0, 0, 0, 0]
[-0.001, 1.0, 0.9260508439162533, 0.1276732403326182, 0.03302646953938912, 0.03302646953938912, 0, 0, 0, 0]
[-0.001, 1.0, 0.9260508439162533, 0.1276732403326182, 0.03302646953938912, 0.03302646953938912, 0, 0, 0, 0]
[-0.001, 0.9669680745507478, 0.8930189184670011, 0.13203459730760497, 0.03415466384940698, 0.03415466384940698, 0, 0, 0, 0]
[-0.001, 0.8218234750648484, 0.7478812526147983, 0.15535360598277367, 0.04018681692778742, 0.04018681692778742, 0, 0, 0, 0]
[-0.001, 0.3078791271227623, 0.2812915477504635, 0.28319502152156145, 0.10727089506857118, 0.10727089506857118, 0, 0, 0, 0]
[-0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[-0.001, 0, 0, 0, 0, 0, 0, 0, 0, 0]
