List
"[0.43769963654225713, 0.41941412890231133, 0.3962834037364893, 0.37355740470271465, 0.3497117319628062, 0.3204998081196115, 0.26293938762295244, 0.2660286477384568, 0.25567401215328145, 0.23284816735920297, 0.2127896239842546, 0.20200260934828926, 0.17404896615582782, 0.14765390307135529, 0.13469293960364284, 0.12043065835843814, 0.10541099275958353, 0.0859118622859497, 0.07203613978833384, 0.06587152477283324, 0.06354565613601276, 0.057443287101400876, 0.05183906159840854, 0.04873606170757338, 0.04618570968156956, 0.04351080779886712, 0.04084921844908308, 0.036990998123786305, 0.03562014545156684, 0.03370093534178949, 0.031730992937253955, 0.03191393778125518, 0.030145101913007705, 0.02739476054474929, 0.02347440904694275, 0.019896422064673108, 0.014959348562174858, 0.014959348562174858, 0.014204129632390884, 0.014204129632390884, 0.014204129632390884, 0.013473912341677224, 0.013071232432691844, 0.013071232432691844, 0.0003789434308656978, 0.0003789434308656978, 0.0003789434308656978, 0.0003789434308656978, 0.0003789434308656978, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.3415213908469566, 0.3316335205711243, 0.31900983400309146, 0.3099632683234061, 0.28652748221828744, 0.2754239322375073, 0.2512726148561117, 0.2337215666415824, 0.21888107346993385, 0.2025307110541295, 0.18506492416337036, 0.18028849844202205, 0.15338478303135053, 0.1321134665024122, 0.11873749845821432, 0.10426612260573552, 0.09104199478579524, 0.0835402679208059, 0.0761278712799986, 0.07093665102866167, 0.07039295165527146, 0.06756747435736703, 0.062057798107580234, 0.057210983391378804, 0.053754679378513553, 0.05187532894716977, 0.048241387752201804, 0.04182262256610472, 0.04141205796653654, 0.04115604241241671, 0.040191284781977574, 0.0396359457677192, 0.037671602164282204, 0.03441497371150298, 0.028988176662355945, 0.024578491303534313, 0.020237930608472763, 0.020237930608472763, 0.019187972132712828, 0.019187972132712828, 0.019187972132712828, 0.018175411372653712, 0.018185593890082546, 0.018185593890082546, 0.0005272120572045386, 0.0005272120572045386, 0.0005272120572045386, 0.0005272120572045386, 0.0005272120572045386, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.25643027508754784, 0.25783854375950216, 0.2502951140421122, 0.2452357728096187, 0.23120445993319833, 0.21253089139279435, 0.19897049522959906, 0.19565750377307678, 0.2006293350079823, 0.18886939379553594, 0.18358951021937278, 0.18087361317403766, 0.158708379838307, 0.14341384080399525, 0.13464150430419608, 0.1191972583865625, 0.11278362620177824, 0.10189759292517951, 0.08614540016028086, 0.08160344112146495, 0.08284471247166916, 0.08070486051886802, 0.07467719146343826, 0.07038662623418941, 0.06718587983264362, 0.06711722193177097, 0.062035319752109935, 0.05296233287552329, 0.053255231996868005, 0.05300474705262542, 0.05340682653279695, 0.055454134172930145, 0.05267779482366634, 0.05060045157256417, 0.04198217147821976, 0.03651774161694025, 0.027527729582999948, 0.027527729582999948, 0.027569281590026185, 0.027569281590026185, 0.027569281590026185, 0.02696338869885289, 0.026157563736372843, 0.026157563736372843, 0.0007583245877074497, 0.0007583245877074497, 0.0007583245877074497, 0.0007583245877074497, 0.0007583245877074497, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.2257832805921576, 0.23136270933025482, 0.23027045564650886, 0.22862757452775118, 0.21634810413288286, 0.20813791988183505, 0.1992350240724046, 0.19647761478567902, 0.18873463542895216, 0.19347914467596647, 0.19599183028572004, 0.19726240729277364, 0.1754462901153283, 0.15832025674832664, 0.15031404880813284, 0.13547862597220234, 0.12287709121911404, 0.10559129588892681, 0.0943690107871321, 0.09080521003451192, 0.09289705992749155, 0.09128028938523851, 0.0886502104478357, 0.08307502575532084, 0.07794263487922577, 0.07799317046547749, 0.07463752118794913, 0.06269488623182566, 0.06315208096477926, 0.06294590446773898, 0.06472447740941199, 0.06749275760204637, 0.06489940287071372, 0.06683254428888634, 0.056353456999161486, 0.04906489593833493, 0.03703892279004564, 0.03703892279004564, 0.0361575803076763, 0.0361575803076763, 0.0361575803076763, 0.03626851472652709, 0.03518459775877763, 0.03518459775877763, 0.0010200241069077973, 0.0010200241069077973, 0.0010200241069077973, 0.0010200241069077973, 0.0010200241069077973, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.1649296032512749, 0.1699633600060195, 0.1788869214443193, 0.1795898979250051, 0.1719512411012097, 0.179293541040397, 0.1833073870211278, 0.1739951894817389, 0.18021316430690634, 0.17367869370541641, 0.1764615183333332, 0.18620636219887832, 0.17946985947450073, 0.1707608946792401, 0.16547762331043042, 0.15492469877300757, 0.1446617877232357, 0.12817215703757354, 0.11287618516875757, 0.11309375449895068, 0.11905383994111317, 0.11880647615557573, 0.10935646725019586, 0.1001615306232312, 0.096078421964617, 0.09648524055439921, 0.09503773307075611, 0.07803458577225231, 0.07884730840997874, 0.07883619145927798, 0.08165819139600512, 0.08576412644734574, 0.08524872896254611, 0.08681513970340818, 0.08656693944129897, 0.07590470260294238, 0.0548520081434391, 0.0548520081434391, 0.05357527886791135, 0.05357527886791135, 0.05357527886791135, 0.05381919406589643, 0.05221075936493088, 0.05221075936493088, 0.0015136234768779052, 0.0015136234768779052, 0.0015136234768779052, 0.0015136234768779052, 0.0015136234768779052, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.12699197753857303, 0.13073380069790838, 0.1389563814646378, 0.14043363045557766, 0.13588147881992235, 0.14235022199125003, 0.1482950316562163, 0.1463293145958403, 0.1617587308378316, 0.1599533215340824, 0.1682752227974233, 0.1795516128880589, 0.1735253636433677, 0.1746611270656794, 0.17486222087310596, 0.1671593261778788, 0.16433797452798513, 0.15301048159971625, 0.13497286705487344, 0.13848404685411556, 0.1508382093905113, 0.15369803691083903, 0.14575881232814983, 0.1337576973185464, 0.131019646588992, 0.1324436802753708, 0.13115663599701638, 0.1080461229808766, 0.10736135205977629, 0.10805565050149679, 0.11259474799861931, 0.11853164049843144, 0.11820010424950152, 0.12123302507453734, 0.12163456747385401, 0.10685867058804767, 0.07732178158254017, 0.07732178158254017, 0.07557274429998512, 0.07557274429998512, 0.07557274429998512, 0.07605898688316279, 0.07378589610307096, 0.07378589610307096, 0.0021391005601634383, 0.0021391005601634383, 0.0021391005601634383, 0.0021391005601634383, 0.0021391005601634383, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.07861968215880659, 0.08105688181345255, 0.08771678479033741, 0.09128485982529927, 0.08306930872090712, 0.09329786736650317, 0.10494125718743294, 0.10224067384581886, 0.112111886376166, 0.12062994944556363, 0.1255143073122956, 0.13751544289772646, 0.13395521861392357, 0.1436981991728359, 0.14744205785373937, 0.14257330310081961, 0.1453050179226845, 0.14128076538603962, 0.13920030519042711, 0.14637758634967346, 0.16718191863391174, 0.1760603350054796, 0.18049182823070634, 0.17299648244946572, 0.1735368598469938, 0.1772301522405668, 0.17994181222551023, 0.14876251830362067, 0.1519725750244408, 0.158284904009949, 0.16323177652367235, 0.17719830540411238, 0.18097063152103213, 0.18845635732858168, 0.1915067278633103, 0.1680285248921909, 0.12818305771904276, 0.12818305771904276, 0.1254741786293944, 0.1254741786293944, 0.1254741786293944, 0.12682028811902427, 0.12303015049735475, 0.12303015049735475, 0.00356672315096991, 0.00356672315096991, 0.00356672315096991, 0.00356672315096991, 0.00356672315096991, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.04013036604208429, 0.04135886403905154, 0.04440107126508479, 0.04605408075207216, 0.04788214630815879, 0.053759404059120636, 0.06365311525162365, 0.06394101637891399, 0.07081528617186021, 0.07729173087942524, 0.08038233756593942, 0.08675199008563872, 0.08803981920369215, 0.09753340739523708, 0.10273650428239742, 0.09900629911345611, 0.10015800036295258, 0.09150926755241492, 0.08586912051105758, 0.09119061314724146, 0.1109975361183057, 0.12236738057727525, 0.12539035880811733, 0.11804859621205142, 0.11625503355366601, 0.118386398605837, 0.11958312701801424, 0.08933840381232892, 0.09204995344657049, 0.09752017324849342, 0.10194023612373439, 0.12085050576872541, 0.12464724198507979, 0.13240886362156482, 0.1404266701217091, 0.11550430535428455, 0.10297534118901229, 0.10297534118901229, 0.09830791368480093, 0.09830791368480093, 0.09830791368480093, 0.10007507490055698, 0.10071467623261496, 0.10071467623261496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.024285889177436966, 0.02450118865525424, 0.026663616408735064, 0.028107590244320357, 0.028398203977872367, 0.032042541051240325, 0.038046341357298556, 0.04024546238607504, 0.04633161597553204, 0.04943550181858724, 0.05267505180126834, 0.058116978480397395, 0.06539933806320315, 0.0739265069708008, 0.07746477332462344, 0.08542507448097227, 0.08465997435484525, 0.07747902568069896, 0.06947889725530046, 0.07910217685494642, 0.09927473963952958, 0.11148670640528295, 0.11875347755819368, 0.10989009840048866, 0.1121255000545563, 0.11443862225515071, 0.12099644548503574, 0.084009124733369, 0.08715111092773452, 0.0936223635965599, 0.09898510539471972, 0.12294684996711855, 0.12790237222582124, 0.1383034539362077, 0.14944699656793464, 0.16141674541105522, 0.14826568450723324, 0.14826568450723324, 0.14194376776165266, 0.14194376776165266, 0.14194376776165266, 0.14565750316783108, 0.14701640894901308, 0.14701640894901308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.011801835781230943, 0.012092449709678422, 0.013387451953589084, 0.01370762345563326, 0.014925584934740554, 0.019478190436440626, 0.021968397917562197, 0.023259921520732293, 0.028177186141633313, 0.030275047635849026, 0.03256121670034127, 0.03664892792627215, 0.04087730155314031, 0.04630431085720761, 0.0505205569496752, 0.0550718905663769, 0.060154883379639396, 0.051187775471118975, 0.047609785358206376, 0.05468717913969442, 0.07102584689983453, 0.07721066332343773, 0.08274686104197886, 0.08171949362540112, 0.08754220250104358, 0.08847216346580082, 0.09427618912816627, 0.10102945409365385, 0.10560824390547477, 0.11526256950984781, 0.12350001876570514, 0.1545867449535414, 0.1625031394852399, 0.1796705823183346, 0.19894164861266186, 0.22073066582556203, 0.2110023477620899, 0.2110023477620899, 0.202795925489039, 0.202795925489039, 0.202795925489039, 0.21046239653327034, 0.21331130871055262, 0.21331130871055262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
