List
"[0.2664487218809506, 0.2664487218809506, 0.2180911010262703, 0.2180911010262703, 0.1904776057880153, 0.153305406540699, 0.153305406540699, 0.13386821654421038, 0.13386821654421038, 0.10687881383349014, 0.09038625484763706, 0.09038625484763706, 0.08329595150357509, 0.08329595150357509, 0.07312172656853798, 0.06018664731915398, 0.06018664731915398, 0.06893602169974312, 0.06893602169974312, 0.05036118473648416, 0.042301119096878816, 0.042301119096878816, 0.038415230051245745, 0.038415230051245745, 0.032877639263234046, 0.023908451482885406, 0.023908451482885406, 0.02032693141682727, 0.02032693141682727, 0.01427097086315136, 0.01123107050994283, 0.01123107050994283, 0.010510431055201963, 0.009233512229624666, 0.009233512229624666, 0.008924325649521779, 0.008924325649521779, 0.006272894281712568, 0.005629262885896065, 0.005629262885896065, 0.005317211439257632, 0.005317211439257632, 0.0050051862938771605, 0.0026762306960722497, 0.0026762306960722497, 0.0016318684197516263, 0.0016318684197516263, 0.0009811248928371806, 0.0009817884056102758, 0.0009817884056102758, 0.0006523975476467069, 0.0006523975476467069, 0.0006523975476467069, 0.0006535065741681621, 0.0006535065741681621, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.1996274444179984, 0.1996274444179984, 0.16979372304453724, 0.16979372304453724, 0.15361384865310745, 0.12895886146643953, 0.12895886146643953, 0.11362449175873887, 0.11362449175873887, 0.09045083852976596, 0.07929192701288638, 0.07929192701288638, 0.07393853352619205, 0.07393853352619205, 0.06420669645280884, 0.05510044512171354, 0.05510044512171354, 0.06161489570044562, 0.06161489570044562, 0.04393245460667254, 0.036430688025401836, 0.036430688025401836, 0.0339328005767173, 0.0339328005767173, 0.027325131994709713, 0.019590795624103083, 0.019590795624103083, 0.015295806847419397, 0.015295806847419397, 0.009010412156282763, 0.0066420877904206565, 0.0066420877904206565, 0.006182855714698489, 0.005781927028265268, 0.005781927028265268, 0.0053546459097008545, 0.0053546459097008545, 0.003152336493091469, 0.0022670783051042275, 0.0022670783051042275, 0.002270204125102211, 0.002270204125102211, 0.0022868772513901627, 0.0004508117649079068, 0.0004508117649079068, 0.0004532365844823801, 0.0004532365844823801, 0.000456314388415874, 0.00045674172958086364, 0.00045674172958086364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.15564041727225172, 0.15564041727225172, 0.1442762334414161, 0.1442762334414161, 0.1373409686097424, 0.12426180444662269, 0.12426180444662269, 0.11209425749717085, 0.11209425749717085, 0.09095209915990712, 0.08046053532147954, 0.08046053532147954, 0.07638116265007097, 0.07638116265007097, 0.0677215084488642, 0.056133367582323825, 0.056133367582323825, 0.05976985397991876, 0.05976985397991876, 0.03724247955009897, 0.027322869189340616, 0.027322869189340616, 0.02494255018523193, 0.02494255018523193, 0.01711835818863893, 0.015296986220954064, 0.015296986220954064, 0.013067896819323478, 0.013067896819323478, 0.007708403058408766, 0.0036383083687211533, 0.0036383083687211533, 0.0036658076007413795, 0.0037165275437379, 0.0037165275437379, 0.003726197954201775, 0.003726197954201775, 0.0006087000283427883, 0.0006103250095674554, 0.0006103250095674554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.1086280260373909, 0.1086280260373909, 0.09913784971739459, 0.09913784971739459, 0.0932455286309424, 0.08632318292967922, 0.08632318292967922, 0.08784933641525758, 0.08784933641525758, 0.07360260998448179, 0.06129642338620745, 0.06129642338620745, 0.06144840907540582, 0.06144840907540582, 0.057415966487883496, 0.05308979540311389, 0.05308979540311389, 0.05324212678310707, 0.05324212678310707, 0.030812504121076695, 0.025352058507310715, 0.025352058507310715, 0.022320230144983036, 0.022320230144983036, 0.013879824481068451, 0.013068209062081629, 0.013068209062081629, 0.010910980499741003, 0.010910980499741003, 0.003985386385229696, 0.0016511665304360806, 0.0016511665304360806, 0.0016674266053627869, 0.0016976115460735608, 0.0016976115460735608, 0.001703395555684448, 0.001703395555684448, 0.0008021078598371653, 0.0008049319319823083, 0.0008049319319823083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.07847684355254309, 0.07847684355254309, 0.0713235314296082, 0.0713235314296082, 0.05968700811013106, 0.05801808104432971, 0.05801808104432971, 0.05976686901000015, 0.05976686901000015, 0.05095894086504447, 0.04823107755144376, 0.04823107755144376, 0.04255546188667643, 0.04255546188667643, 0.04016083152913503, 0.03378842136377276, 0.03378842136377276, 0.03699135153058029, 0.03699135153058029, 0.03175415539200639, 0.02862074216931943, 0.02862074216931943, 0.02664555919575903, 0.02664555919575903, 0.016470827756868835, 0.01554078297516194, 0.01554078297516194, 0.01263379946404997, 0.01263379946404997, 0.004320375612514375, 0.001070554631629552, 0.001070554631629552, 0.0010853669572695385, 0.0011131768243762177, 0.0011131768243762177, 0.0011185526931786795, 0.0011185526931786795, 0.0011462739870915976, 0.0011520502067724635, 0.0011520502067724635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.05501512542283897, 0.05501512542283897, 0.05161034983877555, 0.05161034983877555, 0.05207500773274237, 0.0518732189085132, 0.0518732189085132, 0.05590217429260155, 0.05590217429260155, 0.054470771523656265, 0.05449688014533674, 0.05449688014533674, 0.0481729853520728, 0.0481729853520728, 0.04567626380751077, 0.038570173945076176, 0.038570173945076176, 0.041305949968595906, 0.041305949968595906, 0.034511781009554925, 0.03437821637361498, 0.03437821637361498, 0.032150139589667275, 0.032150139589667275, 0.01959553521940855, 0.01867634764731078, 0.01867634764731078, 0.01501041759217963, 0.01501041759217963, 0.004284507287524502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.03334457523921052, 0.03334457523921052, 0.029682939439213463, 0.029682939439213463, 0.02809485873915001, 0.027502827870362276, 0.027502827870362276, 0.030358949536069553, 0.030358949536069553, 0.02549198760256365, 0.02516181706861231, 0.02516181706861231, 0.019447857980978242, 0.019447857980978242, 0.02306588624158683, 0.02003448773610429, 0.02003448773610429, 0.02229252521320365, 0.02229252521320365, 0.012639569868259082, 0.01048807174614926, 0.01048807174614926, 0.011088206453806636, 0.011088206453806636, 0.01199330505335565, 0.011630975429546593, 0.011630975429546593, 0.009900802994210794, 0.009900802994210794, 0.006032628620045163, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.02058318182200486, 0.02058318182200486, 0.0204848579687641, 0.0204848579687641, 0.018288770743915172, 0.01814907127050178, 0.01814907127050178, 0.020767245329800677, 0.020767245329800677, 0.021034488899266037, 0.01977176949428909, 0.01977176949428909, 0.012807999292713524, 0.012807999292713524, 0.016404535134071897, 0.01485301450538778, 0.01485301450538778, 0.013030878682705242, 0.013030878682705242, 0.0015747996469306067, 0.0017589690182182097, 0.0017589690182182097, 0.0018859965778053552, 0.0018859965778053552, 0.0020845391522180895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.01226242529630009, 0.01226242529630009, 0.01271679252848034, 0.01271679252848034, 0.010215128116550053, 0.012640724519393213, 0.012640724519393213, 0.014544665907917401, 0.014544665907917401, 0.014513238297672818, 0.01181838348041949, 0.01181838348041949, 0.0038364527885700666, 0.0038364527885700666, 0.007993252517171886, 0.00492031373247279, 0.00492031373247279, 0.0031434516861711583, 0.0031434516861711583, 0.001732307523592396, 0.0019577971636167944, 0.0019577971636167944, 0.0021164605570117064, 0.0021164605570117064, 0.0023697488991644383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.011342674934770999, 0.011342674934770999, 0.012023376917902277, 0.012023376917902277, 0.00990307157095274, 0.011574754660322501, 0.011574754660322501, 0.013320789506555113, 0.013320789506555113, 0.01394827272552257, 0.011016615192876528, 0.011016615192876528, 0.002605306363885343, 0.002605306363885343, 0.006843419237910134, 0.0033849250347425105, 0.0033849250347425105, 0.0015339817920612616, 0.0015339817920612616, 0.0018579302194756152, 0.0021197812942649464, 0.0021197812942649464, 0.002307041420398181, 0.002307041420398181, 0.002611277812739819, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.005047420786251995, 0.005047420786251995, 0.0047626937646815595, 0.0047626937646815595, 0.005960393332676297, 0.0067199161342353505, 0.0067199161342353505, 0.007758113961547327, 0.007758113961547327, 0.008218510512994505, 0.010140819418704735, 0.010140819418704735, 0.0012599439203777089, 0.0012599439203777089, 0.005571644507682351, 0.0016602736423846974, 0.0016602736423846974, 0.0016299653407943258, 0.0016299653407943258, 0.0020006197746669915, 0.0023075580912029444, 0.0023075580912029444, 0.002531213996996727, 0.002531213996996727, 0.0029022013406082986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.004668621596646132, 0.004668621596646132, 0.004269359961948531, 0.004269359961948531, 0.005348441156945987, 0.005964807572276528, 0.005964807572276528, 0.006893048351786451, 0.006893048351786451, 0.00829961684793847, 0.01026459024336653, 0.01026459024336653, 0.0012766576100441533, 0.0012766576100441533, 0.005653742638120948, 0.0016894186134549722, 0.0016894186134549722, 0.0016580469423066945, 0.0016580469423066945, 0.0020430914151965155, 0.0023642462072932116, 0.0023642462072932116, 0.0025995862312431332, 0.0025995862312431332, 0.002992441507311765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
