List
"[0.31859545911893244, 0.2976142256659287, 0.28128343111927534, 0.26804707065787037, 0.25658587050141124, 0.22863497456768758, 0.2091392585343921, 0.190234131231256, 0.14761300923486953, 0.15141228993026126, 0.1294304235882158, 0.10851443176250206, 0.09687459563003094, 0.09191697346524681, 0.06574089177048836, 0.05594288104446151, 0.048339974122320314, 0.04082698343897626, 0.0366488368440984, 0.03276731077797689, 0.028476506008485548, 0.02360331239726123, 0.02113321159505237, 0.01763442342863515, 0.014049055825096428, 0.014065201429595397, 0.01342441720095599, 0.007443099301656747, 0.006336659201862724, 0.005986293443619647, 0.005280740339360384, 0.004642000837514842, 0.004302746380989217, 0.003945253563871717, 0.0032478824986984893, 0.002879404106070255, 0.00287941182169853, 0.0028816530028072888, 0.0017843107009925957, 0.0017848978745143196, 0.00036731943561398386, 0.00036745739557069465, 0.00036745739557069465, 0.0003675929749667302, 0.0003678747216141298, 0.0003678747216141298, 0.0003680140762146459, 0.0003680140762146459, 0.0003680140762146459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.2617144269943231, 0.25316086713855945, 0.24281301699237154, 0.23150708415524057, 0.22449022090107695, 0.20179238957692894, 0.1867134850193925, 0.1685350644158876, 0.12368791695533514, 0.13612457680364726, 0.12129005722341463, 0.10838272544678633, 0.10006038785216183, 0.09454480884384689, 0.06921620430831456, 0.060533610539319854, 0.053712157136953834, 0.04458238862672863, 0.0414531293384403, 0.0378685720010703, 0.031588235177039035, 0.028025670028810633, 0.025137398318381268, 0.021816082243464884, 0.016892358309993194, 0.016919086269281694, 0.016041804206412272, 0.008790236148794832, 0.007274996410056334, 0.006791010033422173, 0.005815564150224008, 0.004931347936684632, 0.004461663998230941, 0.003966283541159052, 0.002999472265111013, 0.0030056331438856098, 0.00300564448061132, 0.003008891839156216, 0.0019942177658933895, 0.0019951294176044783, 0.0005105926241960571, 0.0005108592351164662, 0.0005108592351164662, 0.0005111213216738754, 0.0005116662035185396, 0.0005116662035185396, 0.0005119358279178731, 0.0005119358279178731, 0.0005119358279178731, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.20565752746814664, 0.1934502739250744, 0.18803243278320084, 0.1828799818036004, 0.1829572210512018, 0.16555262740790483, 0.15942338872144077, 0.14674345758761417, 0.11337204956966777, 0.12452648081295864, 0.11609339096096247, 0.11283141288283759, 0.10158646199966523, 0.10143363145864438, 0.07087490290356965, 0.05920322651617025, 0.053099506405292325, 0.0439742106339052, 0.03966418193182883, 0.03813966210227993, 0.03192665571349313, 0.027667746319351722, 0.02654118880470436, 0.02188661107506124, 0.014962312340848192, 0.014995615725040469, 0.01442143403272491, 0.007531919439953119, 0.007674199555299584, 0.0076904156206628735, 0.006300494195211973, 0.0056806991903098, 0.005010713857128989, 0.005024939496131121, 0.0042979725227965445, 0.00431063371863828, 0.004310657037033105, 0.0043173396412933464, 0.002862720929249895, 0.0028645999357793995, 0.0007334190382279437, 0.0007339692529350966, 0.0007339692529350966, 0.0007345103750720955, 0.0007356361526808676, 0.0007356361526808676, 0.0007361936105393522, 0.0007361936105393522, 0.0007361936105393522, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.14495474542664555, 0.13407158008279899, 0.1320359045897763, 0.12778428315208162, 0.12495199896340382, 0.1170241772581084, 0.1105393253566723, 0.10065622920456214, 0.08079669926181487, 0.09419788932695114, 0.09331894425153951, 0.0889598016458753, 0.07819011790491225, 0.0768819454420169, 0.04766731355043539, 0.043864446849931175, 0.03685827383777957, 0.035499224611551486, 0.03154364666055523, 0.03030976992363772, 0.027438577805026558, 0.02092881614259542, 0.01949587898294006, 0.014234659162063986, 0.008869995159667129, 0.00889580350677623, 0.008070732128715707, 0.006295332112738656, 0.006453330279807786, 0.006471459980533776, 0.005518932707986973, 0.004690579012952225, 0.0047088748872690525, 0.004726740656990368, 0.0037547558401408, 0.0037695555043060812, 0.0037695827882742046, 0.0037774059633703025, 0.003792393817278791, 0.0037957351403910375, 0.0009850038291505758, 0.0009859965232738729, 0.0009859965232738729, 0.000986973311220743, 0.0009890070557909787, 0.0009890070557909787, 0.0009900149108019412, 0.0009900149108019412, 0.0009900149108019412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.09467713812989795, 0.08630080209869977, 0.08483432909493963, 0.0849310185662317, 0.09153515375507655, 0.08779399627549149, 0.08608147033258809, 0.07648600637258525, 0.07243681520322647, 0.07651603643206016, 0.0763489348155021, 0.07587506245597349, 0.06431884952677999, 0.06325322784495792, 0.05385810458729131, 0.04360617644874328, 0.03763292692301097, 0.03582695491582424, 0.03269989589415313, 0.03346399768877763, 0.030904975877126067, 0.02950815568050045, 0.027646023161399563, 0.02027739111107845, 0.01268948344434555, 0.012742261698010918, 0.012836631372506426, 0.010379749385062479, 0.010760033838047689, 0.010804218345517626, 0.00943855745419914, 0.008239922452399554, 0.008287150828995445, 0.008333435503829319, 0.006906668656904847, 0.006946834382457348, 0.0069469085685788644, 0.006968201154016667, 0.007009111773692683, 0.007018253352448184, 0.0014574218157361984, 0.0014595961189836331, 0.0014595961189836331, 0.0014617376364874468, 0.00146620298268501, 0.00146620298268501, 0.001468419142470332, 0.001468419142470332, 0.001468419142470332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.06599398054855543, 0.059757463256589184, 0.059575120153948016, 0.0606666435643502, 0.0671343082669014, 0.06798992327922665, 0.06935912448156555, 0.06365488821395356, 0.05728806907506166, 0.0636915269587185, 0.06759696803833544, 0.07267576378673765, 0.06201144948559289, 0.061728554701020906, 0.06139162341171113, 0.048944693982175595, 0.04056438400415962, 0.038383232029640106, 0.03452725277649184, 0.03556847208529713, 0.038784121419144474, 0.037304660786365754, 0.03502409904633047, 0.02528809203141694, 0.016933840536225177, 0.017028935864219562, 0.017199659590443797, 0.013979793022198778, 0.014688080008515542, 0.014771619455245353, 0.012912771618478836, 0.013258977169429894, 0.013365133790654215, 0.013469636169062183, 0.00965672418576472, 0.009735426017051216, 0.00973557171738934, 0.009777441704972297, 0.009858179024909626, 0.009876272372935358, 0.0020521406043246143, 0.0020564540892070255, 0.0020564540892070255, 0.002060707672148057, 0.002069593400378901, 0.002069593400378901, 0.002074011679640388, 0.002074011679640388, 0.002074011679640388, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.03837391748814367, 0.036595629715677265, 0.039081932269206386, 0.041374803549768094, 0.04498020539920665, 0.04601868636518521, 0.049011045734055556, 0.05452873346120668, 0.04546693603733727, 0.049897815517006255, 0.054525777372032215, 0.058067366389586754, 0.04773327165179418, 0.04819548837518677, 0.04541885000652082, 0.0473316063277936, 0.039485391535940065, 0.03819091557187658, 0.03968878780648556, 0.04135783539642882, 0.04632805023283358, 0.044698816699288595, 0.04428163101386288, 0.030087337710053903, 0.014978595115328133, 0.015104594734065363, 0.015332567702939046, 0.016136037685510765, 0.017428361518392707, 0.017585573613679358, 0.017909010745194492, 0.021373202496246538, 0.021650406442167657, 0.021925970054710486, 0.015719284668578956, 0.01592889783355004, 0.01592928788888881, 0.01604168691120982, 0.016260174938052013, 0.01630945757173311, 0.0033933955830686507, 0.0034052064038678762, 0.0034052064038678762, 0.003416885071858673, 0.003441384456242099, 0.003441384456242099, 0.003453618343360352, 0.003453618343360352, 0.003453618343360352, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.02067099430025432, 0.018078741725070277, 0.02005227868476189, 0.02165817787380256, 0.023957318731685513, 0.01957210324946148, 0.021578763671165135, 0.024200679132180693, 0.028551518311930348, 0.030345377422381643, 0.03391839337324104, 0.03541439521614231, 0.02109507519493823, 0.020530795233906367, 0.02116483832481771, 0.02127452066011045, 0.02128707535245417, 0.018441775663471428, 0.018093942783906445, 0.019117570056047105, 0.02385643297793905, 0.02634746803451603, 0.024652643688132442, 0.018382743593873416, 0.01950422032215049, 0.019758918519960932, 0.020225763306275523, 0.02193561155807118, 0.02491614131340989, 0.025299863450953135, 0.026104768782979966, 0.032385115745132934, 0.03312711543636134, 0.033879302706993235, 0.028190268281677328, 0.02887161848376055, 0.028872899945590277, 0.029244305032305143, 0.029978659788036693, 0.030146609734592586, 0.006290506115017091, 0.006331213640741779, 0.006331213640741779, 0.00637170497865422, 0.006457429874274203, 0.006457429874274203, 0.006500638719792089, 0.006500638719792089, 0.006500638719792089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.009837450540224855, 0.01005758831252408, 0.011171715189139519, 0.012795571905341472, 0.01418123573217931, 0.010012857389271749, 0.011070470030597086, 0.012071275797106736, 0.013857628156357991, 0.01476491695523638, 0.01834832391584793, 0.01798291200093487, 0.012080160940317096, 0.012641572577790385, 0.015542639908567447, 0.015080861498684272, 0.014427437752829925, 0.01555744090898024, 0.014758153293856945, 0.015735737945978254, 0.020993941068389938, 0.023655845496643783, 0.02137464181263269, 0.02313629765939206, 0.024941239614272644, 0.025359251443641227, 0.02613342288808248, 0.02906026104775501, 0.034532880452486855, 0.03527437859864723, 0.036858939683408885, 0.03796990927772143, 0.03921405456819629, 0.04049999164832624, 0.04115816129749145, 0.04262688327798407, 0.042629676720620346, 0.04344430795789983, 0.04508496188900958, 0.0454658931474526, 0.009517509468414101, 0.00961100574219863, 0.00961100574219863, 0.009704625413694618, 0.009904897475459423, 0.009904897475459423, 0.010006922677251963, 0.010006922677251963, 0.010006922677251963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.008799775504780906, 0.00899936513574045, 0.010011318376527285, 0.011491724943278507, 0.01276013913580669, 0.00890368224754797, 0.009869753497170479, 0.010788576072649934, 0.01234055700958965, 0.01318022127320858, 0.016656498882090295, 0.01743580447838882, 0.011109384654986725, 0.011658272093828382, 0.014544382228168309, 0.013929355277063625, 0.013075604028098181, 0.01420881485520515, 0.013103507140252057, 0.014086188300410097, 0.019915338566346634, 0.022873478709458, 0.020099392827123027, 0.022095272470708475, 0.02420581496653121, 0.024704414737377448, 0.025637850176143274, 0.029288837539511045, 0.03668011363638536, 0.03774330686329565, 0.04006858221573814, 0.04174367199603653, 0.04366516697700646, 0.045703775955148275, 0.046768547923824705, 0.04919868704666575, 0.04920338183799054, 0.05058456997878285, 0.05344131361377955, 0.05411939674045105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
