List
"[0.31278855878623124, 0.31278855878623124, 0.31278855878623124, 0.31278855878623124, 0.31278855878623124, 0.03226793688221333, 0.03226793688221333, 0.03226793688221333, 0.03226793688221333, 0.03226793688221333, 0.03226793688221333, 0.006250438335138983, 0.006250438335138983, 0.006250438335138983, 0.006250438335138983, 0.006250438335138983, 0.006250438335138983, 0.0031930709865952618, 0.0031930709865952618, 0.0031930709865952618, 0.0031930709865952618, 0.0031930709865952618, 0.0031930709865952618, 0.001732521675932214, 0.001732521675932214, 0.001732521675932214, 0.001732521675932214, 0.001732521675932214, 0.001732521675932214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.24931109409437574, 0.24931109409437574, 0.24931109409437574, 0.24931109409437574, 0.24931109409437574, 0.034535862821882535, 0.034535862821882535, 0.034535862821882535, 0.034535862821882535, 0.034535862821882535, 0.034535862821882535, 0.006088124402858265, 0.006088124402858265, 0.006088124402858265, 0.006088124402858265, 0.006088124402858265, 0.006088124402858265, 0.003523142070306295, 0.003523142070306295, 0.003523142070306295, 0.003523142070306295, 0.003523142070306295, 0.003523142070306295, 0.002410783920198013, 0.002410783920198013, 0.002410783920198013, 0.002410783920198013, 0.002410783920198013, 0.002410783920198013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.1973184098398357, 0.1973184098398357, 0.1973184098398357, 0.1973184098398357, 0.1973184098398357, 0.031300196999741146, 0.031300196999741146, 0.031300196999741146, 0.031300196999741146, 0.031300196999741146, 0.031300196999741146, 0.0060740005946121915, 0.0060740005946121915, 0.0060740005946121915, 0.0060740005946121915, 0.0060740005946121915, 0.0060740005946121915, 0.0016003979929467011, 0.0016003979929467011, 0.0016003979929467011, 0.0016003979929467011, 0.0016003979929467011, 0.0016003979929467011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.15877104214513377, 0.15877104214513377, 0.15877104214513377, 0.15877104214513377, 0.15877104214513377, 0.02727684766315172, 0.02727684766315172, 0.02727684766315172, 0.02727684766315172, 0.02727684766315172, 0.02727684766315172, 0.005184283642775273, 0.005184283642775273, 0.005184283642775273, 0.005184283642775273, 0.005184283642775273, 0.005184283642775273, 0.002148603038756888, 0.002148603038756888, 0.002148603038756888, 0.002148603038756888, 0.002148603038756888, 0.002148603038756888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.10792203426156585, 0.10792203426156585, 0.10792203426156585, 0.10792203426156585, 0.10792203426156585, 0.027877888312862108, 0.027877888312862108, 0.027877888312862108, 0.027877888312862108, 0.027877888312862108, 0.027877888312862108, 0.009168205584514921, 0.009168205584514921, 0.009168205584514921, 0.009168205584514921, 0.009168205584514921, 0.009168205584514921, 0.004775325499952146, 0.004775325499952146, 0.004775325499952146, 0.004775325499952146, 0.004775325499952146, 0.004775325499952146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.08224554637233839, 0.08224554637233839, 0.08224554637233839, 0.08224554637233839, 0.08224554637233839, 0.021395840999368903, 0.021395840999368903, 0.021395840999368903, 0.021395840999368903, 0.021395840999368903, 0.021395840999368903, 0.010674755642151212, 0.010674755642151212, 0.010674755642151212, 0.010674755642151212, 0.010674755642151212, 0.010674755642151212, 0.006722557075218738, 0.006722557075218738, 0.006722557075218738, 0.006722557075218738, 0.006722557075218738, 0.006722557075218738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.053501984981609414, 0.053501984981609414, 0.053501984981609414, 0.053501984981609414, 0.053501984981609414, 0.01625943128101383, 0.01625943128101383, 0.01625943128101383, 0.01625943128101383, 0.01625943128101383, 0.01625943128101383, 0.003407783001593403, 0.003407783001593403, 0.003407783001593403, 0.003407783001593403, 0.003407783001593403, 0.003407783001593403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.031070280025155446, 0.031070280025155446, 0.031070280025155446, 0.031070280025155446, 0.031070280025155446, 0.017402568628360843, 0.017402568628360843, 0.017402568628360843, 0.017402568628360843, 0.017402568628360843, 0.017402568628360843, 0.005943272821837746, 0.005943272821837746, 0.005943272821837746, 0.005943272821837746, 0.005943272821837746, 0.005943272821837746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.018820650648411416, 0.018820650648411416, 0.018820650648411416, 0.018820650648411416, 0.018820650648411416, 0.010628252188935674, 0.010628252188935674, 0.010628252188935674, 0.010628252188935674, 0.010628252188935674, 0.010628252188935674, 0.008435977886216518, 0.008435977886216518, 0.008435977886216518, 0.008435977886216518, 0.008435977886216518, 0.008435977886216518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.015224022475661209, 0.015224022475661209, 0.015224022475661209, 0.015224022475661209, 0.015224022475661209, 0.01211238759132267, 0.01211238759132267, 0.01211238759132267, 0.01211238759132267, 0.01211238759132267, 0.01211238759132267, 0.011774448375912438, 0.011774448375912438, 0.011774448375912438, 0.011774448375912438, 0.011774448375912438, 0.011774448375912438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
