List
"[0.3537008737390984, 0.3537008737390984, 0.320781646673375, 0.2920979061279072, 0.2579012018454027, 0.2579012018454027, 0.24074814649666101, 0.2100532494303109, 0.1910354839425348, 0.1655996572445565, 0.1655996572445565, 0.14245307660304002, 0.12422917455399667, 0.09220582893614755, 0.09220582893614755, 0.06963679797557325, 0.056186770369830406, 0.05082348768280332, 0.05082348768280332, 0.03593862326531766, 0.029875611200811978, 0.021806651469601635, 0.02047041094493257, 0.02047041094493257, 0.016633165786158147, 0.01627191300377031, 0.008021538328750539, 0.008021538328750539, 0.004888352961230181, 0.004888352961230181, 0.004888352961230181, 0.004888352961230181, 0.004888352961230181, 0.003838983485450336, 0.001820572339160302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.29976704427139245, 0.29976704427139245, 0.2788214065935386, 0.2647522935578724, 0.24297686815169925, 0.24297686815169925, 0.22814840142825663, 0.20492690664096086, 0.18847406542767944, 0.16478252941468885, 0.16478252941468885, 0.1524090557780402, 0.1367458051751205, 0.10063107852199134, 0.10063107852199134, 0.07833250639568483, 0.0679991375257701, 0.0623687620383602, 0.0623687620383602, 0.04111587454513478, 0.03800830783743662, 0.02691318066040417, 0.025080927478696172, 0.025080927478696172, 0.01977091603360241, 0.019271904738450592, 0.007837267276117443, 0.007837267276117443, 0.003494174747378933, 0.003494174747378933, 0.003494174747378933, 0.003494174747378933, 0.003494174747378933, 0.0025236230754097123, 0.00253330540204835, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.23005013304307598, 0.23005013304307598, 0.22652332618347326, 0.21776012890527838, 0.20615336633626172, 0.20615336633626172, 0.19775333806427675, 0.17700682467287096, 0.16933272972509647, 0.15302783286771318, 0.15302783286771318, 0.14208298699958263, 0.13482175479059985, 0.10067378180451453, 0.10067378180451453, 0.08112364874354683, 0.07031978566980693, 0.0655946933072904, 0.0655946933072904, 0.04480230018765814, 0.0403814408838707, 0.03134300809728431, 0.029560357777052168, 0.029560357777052168, 0.021999230222231634, 0.021289228289697117, 0.0049811075076488225, 0.0049811075076488225, 0.005015482669990179, 0.005015482669990179, 0.005015482669990179, 0.005015482669990179, 0.005015482669990179, 0.0036247137901251904, 0.0036447218881130563, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.18240636593300344, 0.18240636593300344, 0.18201701661235536, 0.1759879717313278, 0.1714468899051126, 0.1714468899051126, 0.16549299395379818, 0.1488687211466548, 0.14626989986396466, 0.13302783297364773, 0.13302783297364773, 0.12726378261727747, 0.12891676430879487, 0.09188827139810643, 0.09188827139810643, 0.08692282063368115, 0.0776991768635737, 0.06628808581148264, 0.06628808581148264, 0.04336581046928405, 0.03560702550379769, 0.031640428149562375, 0.0302402725253405, 0.0302402725253405, 0.02021277627158176, 0.019268952767541942, 0.0027726472703422547, 0.0027726472703422547, 0.0027982243119533227, 0.0027982243119533227, 0.0027982243119533227, 0.0027982243119533227, 0.0027982243119533227, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.1275942357137924, 0.1275942357137924, 0.13370603395329186, 0.13910789370738139, 0.1382388962628833, 0.1382388962628833, 0.1406981724103477, 0.12852280253292692, 0.12875467951946828, 0.1339084749847532, 0.1339084749847532, 0.13683056937792124, 0.13751694124111835, 0.09530591855921873, 0.09530591855921873, 0.07837991969913376, 0.06547561935813957, 0.060692446560035154, 0.060692446560035154, 0.05160213560892897, 0.04716677033182758, 0.041959258573388405, 0.040053343378625844, 0.040053343378625844, 0.029438857542984462, 0.02807019875143248, 0.005446681383304208, 0.005446681383304208, 0.005520876222137365, 0.005520876222137365, 0.005520876222137365, 0.005520876222137365, 0.005520876222137365, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.09358017335231583, 0.09358017335231583, 0.09900052368208656, 0.10687213412507401, 0.11112821549585097, 0.11112821549585097, 0.11911206816502821, 0.11186201839376134, 0.11516940376907843, 0.1240293614597451, 0.1240293614597451, 0.13192983811195333, 0.13214959409724633, 0.10410422506281726, 0.10410422506281726, 0.0844711131288267, 0.07183720560354624, 0.07147823852303067, 0.07147823852303067, 0.060784911132736215, 0.05961824619224668, 0.05327769429431307, 0.05085043672151186, 0.05085043672151186, 0.040908114903453266, 0.039028637364382945, 0.007600027470755988, 0.007600027470755988, 0.007745267149143818, 0.007745267149143818, 0.007745267149143818, 0.007745267149143818, 0.007745267149143818, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.06422969162593119, 0.06422969162593119, 0.07075334418458476, 0.07475140699480257, 0.08023191702726626, 0.08023191702726626, 0.08760383092485897, 0.0910398356415609, 0.09423135338554747, 0.09964989659029368, 0.09964989659029368, 0.10775449479831303, 0.1200593823919662, 0.08389597242164061, 0.08389597242164061, 0.08690502896367368, 0.0789909018531428, 0.0834495870805052, 0.0834495870805052, 0.07017130692409869, 0.07277755997269633, 0.06429192557486116, 0.06642542939443022, 0.06642542939443022, 0.06929406681029375, 0.06635532776989314, 0.012316541014506688, 0.012316541014506688, 0.012702564640209722, 0.012702564640209722, 0.012702564640209722, 0.012702564640209722, 0.012702564640209722, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.03419128087802782, 0.03419128087802782, 0.037903781822457835, 0.04406641571090801, 0.046166573595113176, 0.046166573595113176, 0.05081224713350823, 0.05129641659087066, 0.05180024719905768, 0.05161222072681532, 0.05161222072681532, 0.053297212859539235, 0.06076856510172757, 0.043708843170125224, 0.043708843170125224, 0.046248828097029696, 0.029778612501139064, 0.03027066482869032, 0.03027066482869032, 0.03175802922136011, 0.039723936326687234, 0.021648521693280874, 0.022769179824042394, 0.022769179824042394, 0.02434108928334586, 0.019395894394545764, 0.021888356566388392, 0.021888356566388392, 0.02313795916483557, 0.02313795916483557, 0.02313795916483557, 0.02313795916483557, 0.02313795916483557, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.026169558546078837, 0.026169558546078837, 0.02659656966281442, 0.031261019809793913, 0.03342608285408424, 0.03342608285408424, 0.03633974957060005, 0.03625112887086431, 0.03720834908525049, 0.040865384249940996, 0.040865384249940996, 0.042324019571268974, 0.048337664093472704, 0.03437598749281729, 0.03437598749281729, 0.04275720298576994, 0.023545674166334383, 0.029264932341482232, 0.029264932341482232, 0.03426821230233768, 0.050268799418220156, 0.028558525171957973, 0.030541531503665523, 0.030541531503665523, 0.033438017715742355, 0.02669749927063796, 0.03165981734656394, 0.03165981734656394, 0.03434253166229518, 0.03434253166229518, 0.03434253166229518, 0.03434253166229518, 0.03434253166229518, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.01726014110958061, 0.01726014110958061, 0.018519125262689298, 0.022042544624105345, 0.02325074197172461, 0.02325074197172461, 0.025726196758290486, 0.024955390442639665, 0.02455294904543912, 0.0344979381032351, 0.0344979381032351, 0.04024341823029312, 0.04615958112589879, 0.034756135755068994, 0.034756135755068994, 0.043955898432755526, 0.023082118799707466, 0.029383285243203133, 0.029383285243203133, 0.03519679628820287, 0.05493086252935456, 0.02864884802932636, 0.031213772795455345, 0.031213772795455345, 0.03513833546810585, 0.035811041519658866, 0.045344408278207134, 0.045344408278207134, 0.0510566972783796, 0.0510566972783796, 0.0510566972783796, 0.0510566972783796, 0.0510566972783796, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
