List
"[0.41375660233296224, 0.41375660233296224, 0.38826995537212744, 0.38826995537212744, 0.34353158574414105, 0.34353158574414105, 0.31585905231635764, 0.31585905231635764, 0.2741797938271188, 0.2741797938271188, 0.2541154885481317, 0.2541154885481317, 0.22699357374449963, 0.22699357374449963, 0.17052861820421347, 0.17052861820421347, 0.13635126505465406, 0.13635126505465406, 0.12746742457001647, 0.12746742457001647, 0.11690533245121831, 0.11690533245121831, 0.09693639884068846, 0.09693639884068846, 0.06811518624315983, 0.06811518624315983, 0.05046709292804982, 0.05046709292804982, 0.04596788838166189, 0.04596788838166189, 0.03651648189042201, 0.03651648189042201, 0.030488620110541525, 0.030488620110541525, 0.025148645620925038, 0.025148645620925038, 0.0192207480667751, 0.0192207480667751, 0.012476690486345046, 0.012476690486345046, 0.00948472232618207, 0.00948472232618207, 0.0080407112254902, 0.0080407112254902, 0.003358994032089161, 0.003358994032089161, 0.0029952111535785776, 0.0029952111535785776, 0.0014575708061826604, 0.0014575708061826604, 0.0006872087902419841, 0.0006872087902419841, 0.0006874598863679575, 0.0006874598863679575, 0.0006874598863679575, 0.0006874598863679575, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.00032207438848328064, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.3351625521780802, 0.3351625521780802, 0.31594555555869763, 0.31594555555869763, 0.2801867822762445, 0.2801867822762445, 0.2656549024203029, 0.2656549024203029, 0.24201321679977122, 0.24201321679977122, 0.2250688689963864, 0.2250688689963864, 0.2094923155125519, 0.2094923155125519, 0.16304110433830643, 0.16304110433830643, 0.12684179298308765, 0.12684179298308765, 0.12154263386622786, 0.12154263386622786, 0.11734562709249657, 0.11734562709249657, 0.09522196306771366, 0.09522196306771366, 0.0643447685612577, 0.0643447685612577, 0.04915078932690608, 0.04915078932690608, 0.046769573767158075, 0.046769573767158075, 0.03538566079077295, 0.03538566079077295, 0.031018062865513268, 0.031018062865513268, 0.024247991980483767, 0.024247991980483767, 0.020911507018510245, 0.020911507018510245, 0.012108023395525715, 0.012108023395525715, 0.010581970481949629, 0.010581970481949629, 0.009105703922327088, 0.009105703922327088, 0.004668129187042146, 0.004668129187042146, 0.004158310061492162, 0.004158310061492162, 0.002537000849914842, 0.002537000849914842, 0.0014648126702603756, 0.0014648126702603756, 0.0009564556837206871, 0.0009564556837206871, 0.0009564556837206871, 0.0009564556837206871, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0004480986971810267, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.22505940606311106, 0.22505940606311106, 0.2155731847794402, 0.2155731847794402, 0.19855349797245742, 0.19855349797245742, 0.19437588504095582, 0.19437588504095582, 0.18491921907417583, 0.18491921907417583, 0.17324865750934562, 0.17324865750934562, 0.17050968034442246, 0.17050968034442246, 0.13468461386454658, 0.13468461386454658, 0.11323453516895708, 0.11323453516895708, 0.10750907776409485, 0.10750907776409485, 0.1031137329436189, 0.1031137329436189, 0.08106668171714762, 0.08106668171714762, 0.058081684620213486, 0.058081684620213486, 0.040899746747796034, 0.040899746747796034, 0.040510297398306715, 0.040510297398306715, 0.03046848142225969, 0.03046848142225969, 0.02792551474949878, 0.02792551474949878, 0.01997343069145208, 0.01997343069145208, 0.017384192618259593, 0.017384192618259593, 0.007939530841591876, 0.007939530841591876, 0.006470084084506525, 0.006470084084506525, 0.005717120580166691, 0.005717120580166691, 0.0028928643335379947, 0.0028928643335379947, 0.0028949303503244977, 0.0028949303503244977, 0.0013726462514875857, 0.0013726462514875857, 0.0013747616224117159, 0.0013747616224117159, 0.0013757668772997117, 0.0013757668772997117, 0.0013757668772997117, 0.0013757668772997117, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0006445456447544516, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.16805100342319568, 0.16805100342319568, 0.1720668465160274, 0.1720668465160274, 0.1661796013343213, 0.1661796013343213, 0.16918870109396786, 0.16918870109396786, 0.15903842915330388, 0.15903842915330388, 0.15171554585074837, 0.15171554585074837, 0.1487551868445943, 0.1487551868445943, 0.11949192230652923, 0.11949192230652923, 0.09623476459522298, 0.09623476459522298, 0.09015884072068563, 0.09015884072068563, 0.09884794632532545, 0.09884794632532545, 0.09230990567046445, 0.09230990567046445, 0.06770165569917491, 0.06770165569917491, 0.05668068508304769, 0.05668068508304769, 0.05726597980062298, 0.05726597980062298, 0.045048902498335465, 0.045048902498335465, 0.03665688182556607, 0.03665688182556607, 0.025118038838415974, 0.025118038838415974, 0.018612718329637117, 0.018612718329637117, 0.010739390358678241, 0.010739390358678241, 0.008794527035311042, 0.008794527035311042, 0.007794943639950409, 0.007794943639950409, 0.004975518451048423, 0.004975518451048423, 0.004980295852484798, 0.004980295852484798, 0.0029320038952255576, 0.0029320038952255576, 0.0018487778560807879, 0.0018487778560807879, 0.001850596301896843, 0.001850596301896843, 0.001850596301896843, 0.001850596301896843, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0008670028376664089, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.10664583433406744, 0.10664583433406744, 0.11159958350048688, 0.11159958350048688, 0.10292108629635159, 0.10292108629635159, 0.10822056601871513, 0.10822056601871513, 0.10840544589568578, 0.10840544589568578, 0.1087602222230845, 0.1087602222230845, 0.11127549984275553, 0.11127549984275553, 0.09610972225351634, 0.09610972225351634, 0.07283236250827355, 0.07283236250827355, 0.07075658639385632, 0.07075658639385632, 0.08502974482370933, 0.08502974482370933, 0.08455091209302762, 0.08455091209302762, 0.0632701552314371, 0.0632701552314371, 0.05322711402891769, 0.05322711402891769, 0.05677270689555236, 0.05677270689555236, 0.04918750833603801, 0.04918750833603801, 0.03870409850817243, 0.03870409850817243, 0.02801281391859374, 0.02801281391859374, 0.022863374110481664, 0.022863374110481664, 0.013004461725498358, 0.013004461725498358, 0.011634222533426108, 0.011634222533426108, 0.010180986953727753, 0.010180986953727753, 0.004455938879597918, 0.004455938879597918, 0.0044622544426502885, 0.0044622544426502885, 0.002887325893978492, 0.002887325893978492, 0.0012828731991649065, 0.0012828731991649065, 0.0012847429989579597, 0.0012847429989579597, 0.0012847429989579597, 0.0012847429989579597, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0012866182572084499, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.06568278945273286, 0.06568278945273286, 0.06919835551595274, 0.06919835551595274, 0.059414996733148366, 0.059414996733148366, 0.05824280626018652, 0.05824280626018652, 0.05980009894520152, 0.05980009894520152, 0.06079637371461675, 0.06079637371461675, 0.06455458824877904, 0.06455458824877904, 0.056360472073459573, 0.056360472073459573, 0.036658242711682734, 0.036658242711682734, 0.04077020678666474, 0.04077020678666474, 0.05325551005965262, 0.05325551005965262, 0.05333544148417871, 0.05333544148417871, 0.047712969950229535, 0.047712969950229535, 0.04885334216778329, 0.04885334216778329, 0.04800375299299972, 0.04800375299299972, 0.03776115648113783, 0.03776115648113783, 0.031377289048304856, 0.031377289048304856, 0.02079969647702766, 0.02079969647702766, 0.017748919792498787, 0.017748919792498787, 0.010073083766799096, 0.010073083766799096, 0.008126212694079149, 0.008126212694079149, 0.006083970720150872, 0.006083970720150872, 0.006267378869907755, 0.006267378869907755, 0.006279880188602297, 0.006279880188602297, 0.004073369980711167, 0.004073369980711167, 0.0018109334421298913, 0.0018109334421298913, 0.0018146615910454075, 0.0018146615910454075, 0.0018146615910454075, 0.0018146615910454075, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.00181840512182638, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.03438896186784434, 0.03438896186784434, 0.03579899659139194, 0.03579899659139194, 0.0313853054650043, 0.0313853054650043, 0.03450139698622578, 0.03450139698622578, 0.03650113853273445, 0.03650113853273445, 0.0374006173756059, 0.0374006173756059, 0.042371976501283916, 0.042371976501283916, 0.030907094583244865, 0.030907094583244865, 0.018256196857242404, 0.018256196857242404, 0.02019492337704604, 0.02019492337704604, 0.037595986682459545, 0.037595986682459545, 0.0355347881850797, 0.0355347881850797, 0.026730136765675303, 0.026730136765675303, 0.027953800741656647, 0.027953800741656647, 0.030186670376360417, 0.030186670376360417, 0.027007483574619018, 0.027007483574619018, 0.025763831832772675, 0.025763831832772675, 0.020775788406301583, 0.020775788406301583, 0.022021465498237944, 0.022021465498237944, 0.01342786817621831, 0.01342786817621831, 0.01039340014297006, 0.01039340014297006, 0.010559364275723774, 0.010559364275723774, 0.00736628128849188, 0.00736628128849188, 0.007390477946662969, 0.007390477946662969, 0.0037523977958277576, 0.0037523977958277576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.013448844249214359, 0.013448844249214359, 0.013783521670234063, 0.013783521670234063, 0.013578388557815358, 0.013578388557815358, 0.014899977231544752, 0.014899977231544752, 0.01470755516813982, 0.01470755516813982, 0.016949050814449543, 0.016949050814449543, 0.018926109125980327, 0.018926109125980327, 0.014908860147400619, 0.014908860147400619, 0.0, 0.0, 0.0, 0.0, 0.0161935802749708, 0.0161935802749708, 0.014565254689561498, 0.014565254689561498, 0.008152406955819072, 0.008152406955819072, 0.006406911082944734, 0.006406911082944734, 0.0104730016667696, 0.0104730016667696, 0.007937815208345446, 0.007937815208345446, 0.00869641180714472, 0.00869641180714472, 0.009404737859074596, 0.009404737859074596, 0.010315798020887008, 0.010315798020887008, 0.005684829896309192, 0.005684829896309192, 0.005993491904162126, 0.005993491904162126, 0.006161181217961577, 0.006161181217961577, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.007285310088064497, 0.007285310088064497, 0.0070950546003505045, 0.0070950546003505045, 0.006968160796260553, 0.006968160796260553, 0.00764076507131679, 0.00764076507131679, 0.0062261271802525, 0.0062261271802525, 0.0072045695084615785, 0.0072045695084615785, 0.008541821870613172, 0.008541821870613172, 0.004924064853760669, 0.004924064853760669, 0.0, 0.0, 0.0, 0.0, 0.001967742874207317, 0.001967742874207317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"[0.003303593688688839, 0.003303593688688839, 0.0019349553843455763, 0.0019349553843455763, 0.0018765466227047593, 0.0018765466227047593, 0.0022102791090785716, 0.0022102791090785716, 0.0007061365737153771, 0.0007061365737153771, 0.0008195561370590611, 0.0008195561370590611, 0.0009609382998831336, 0.0009609382998831336, 0.0012629642020408022, 0.0012629642020408022, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
